method,split,regime,task,seed,episodes,success_rate,contact_precision,budget_violation_rate,fall_rate,balance_margin,recovery_success,energy_contact_cost,calibration_error
greedy_contact_planner,heldout_object,narrow_support_polygon,fallen_object_pickup,3,84,0.476190,0.389850,0.438656,0.219216,0.399719,0.348389,0.176643,0.143995
greedy_contact_planner,heldout_object,narrow_support_polygon,fallen_object_pickup,4,84,0.559524,0.390722,0.439310,0.217695,0.400691,0.349391,0.177092,0.136442
greedy_contact_planner,heldout_object,narrow_support_polygon,fallen_object_pickup,5,84,0.476190,0.391594,0.439964,0.220173,0.401463,0.350134,0.177541,0.136892
greedy_contact_planner,heldout_object,narrow_support_polygon,fallen_object_pickup,6,84,0.357143,0.392466,0.440618,0.223509,0.402193,0.350822,0.177990,0.137343
greedy_contact_planner,heldout_object,narrow_support_polygon,push_cart_with_footstep,0,84,0.630952,0.383622,0.433490,0.211986,0.377105,0.338940,0.173273,0.142181
greedy_contact_planner,heldout_object,narrow_support_polygon,push_cart_with_footstep,1,84,0.571429,0.384518,0.434162,0.213906,0.377929,0.339743,0.173734,0.142644
greedy_contact_planner,heldout_object,narrow_support_polygon,push_cart_with_footstep,2,84,0.488095,0.385414,0.434834,0.216398,0.378724,0.340509,0.174196,0.143107
greedy_contact_planner,heldout_object,narrow_support_polygon,push_cart_with_footstep,3,84,0.440476,0.386310,0.435506,0.218032,0.379562,0.341331,0.174657,0.143570
greedy_contact_planner,heldout_object,narrow_support_polygon,push_cart_with_footstep,4,84,0.559524,0.387206,0.436178,0.215667,0.380601,0.342413,0.175119,0.144032
greedy_contact_planner,heldout_object,narrow_support_polygon,push_cart_with_footstep,5,84,0.535714,0.388102,0.436850,0.216730,0.381467,0.343272,0.175580,0.136491
greedy_contact_planner,heldout_object,narrow_support_polygon,push_cart_with_footstep,6,84,0.488095,0.388998,0.437522,0.218365,0.382306,0.344093,0.176042,0.136954
greedy_contact_planner,heldout_object,unexpected_push,bimanual_shelf_reach,0,84,0.511905,0.383274,0.441678,0.218919,0.395108,0.348265,0.175600,0.139656
greedy_contact_planner,heldout_object,unexpected_push,bimanual_shelf_reach,1,84,0.345238,0.384090,0.442290,0.223367,0.395726,0.348824,0.176020,0.140078
greedy_contact_planner,heldout_object,unexpected_push,bimanual_shelf_reach,2,84,0.559524,0.384906,0.442902,0.218672,0.396800,0.349977,0.176440,0.140499
greedy_contact_planner,heldout_object,unexpected_push,bimanual_shelf_reach,3,84,0.476190,0.385722,0.443514,0.221120,0.397518,0.350666,0.176860,0.140921
greedy_contact_planner,heldout_object,unexpected_push,bimanual_shelf_reach,4,84,0.488095,0.386538,0.444126,0.221282,0.398350,0.351504,0.177281,0.141343
greedy_contact_planner,heldout_object,unexpected_push,bimanual_shelf_reach,5,84,0.523810,0.387354,0.444738,0.220873,0.399210,0.352378,0.177701,0.141765
greedy_contact_planner,heldout_object,unexpected_push,bimanual_shelf_reach,6,84,0.428571,0.388170,0.445350,0.223606,0.383906,0.337041,0.178121,0.142187
greedy_contact_planner,heldout_object,unexpected_push,door_open_step_through,0,84,0.428571,0.391475,0.435699,0.224615,0.387027,0.349431,0.171538,0.144789
greedy_contact_planner,heldout_object,unexpected_push,door_open_step_through,1,84,0.547619,0.392307,0.436323,0.222214,0.388003,0.350451,0.171967,0.137215
greedy_contact_planner,heldout_object,unexpected_push,door_open_step_through,2,84,0.488095,0.393139,0.436947,0.224099,0.388765,0.351193,0.172395,0.137645
greedy_contact_planner,heldout_object,unexpected_push,door_open_step_through,3,84,0.416667,0.377962,0.437571,0.226270,0.389512,0.351916,0.172824,0.138075
greedy_contact_planner,heldout_object,unexpected_push,door_open_step_through,4,84,0.571429,0.378794,0.438195,0.223012,0.390531,0.336984,0.173252,0.138505
greedy_contact_planner,heldout_object,unexpected_push,door_open_step_through,5,84,0.464286,0.379626,0.438819,0.218036,0.391636,0.338171,0.173681,0.138935
greedy_contact_planner,heldout_object,unexpected_push,door_open_step_through,6,84,0.428571,0.380458,0.439443,0.219350,0.392426,0.338950,0.174109,0.139365
greedy_contact_planner,heldout_object,unexpected_push,box_lift_rebalance,0,84,0.452381,0.381315,0.440416,0.219314,0.395300,0.339850,0.174658,0.137918
greedy_contact_planner,heldout_object,unexpected_push,box_lift_rebalance,1,84,0.500000,0.382115,0.441016,0.218610,0.396159,0.340727,0.175070,0.138331
greedy_contact_planner,heldout_object,unexpected_push,box_lift_rebalance,2,84,0.357143,0.382915,0.441616,0.222478,0.396790,0.341308,0.175482,0.138745
greedy_contact_planner,heldout_object,unexpected_push,box_lift_rebalance,3,84,0.369048,0.383715,0.442216,0.222631,0.397606,0.342130,0.175894,0.139158
greedy_contact_planner,heldout_object,unexpected_push,box_lift_rebalance,4,84,0.511905,0.384515,0.442816,0.219641,0.398580,0.343156,0.176306,0.139572
greedy_contact_planner,heldout_object,unexpected_push,box_lift_rebalance,5,84,0.523810,0.385315,0.443416,0.219795,0.399396,0.343978,0.176718,0.139986
greedy_contact_planner,heldout_object,unexpected_push,box_lift_rebalance,6,84,0.404762,0.386115,0.444016,0.223091,0.400055,0.344596,0.177130,0.140399
greedy_contact_planner,heldout_object,unexpected_push,fallen_object_pickup,0,84,0.511905,0.386501,0.444388,0.220747,0.409789,0.352111,0.177356,0.141496
greedy_contact_planner,heldout_object,unexpected_push,fallen_object_pickup,1,84,0.404762,0.387317,0.445000,0.223767,0.394470,0.336755,0.177776,0.141918
greedy_contact_planner,heldout_object,unexpected_push,fallen_object_pickup,2,84,0.440476,0.388132,0.445612,0.223357,0.395330,0.337629,0.178197,0.142340
greedy_contact_planner,heldout_object,unexpected_push,fallen_object_pickup,3,84,0.464286,0.388948,0.446224,0.223234,0.396176,0.338485,0.178617,0.142762
greedy_contact_planner,heldout_object,unexpected_push,fallen_object_pickup,4,84,0.452381,0.389765,0.446836,0.223967,0.396980,0.339286,0.179037,0.143184
greedy_contact_planner,heldout_object,unexpected_push,fallen_object_pickup,5,84,0.500000,0.390580,0.447448,0.223272,0.397854,0.340179,0.179457,0.143605
greedy_contact_planner,heldout_object,unexpected_push,fallen_object_pickup,6,84,0.416667,0.391396,0.436054,0.224939,0.398611,0.340918,0.171633,0.143835
greedy_contact_planner,heldout_object,unexpected_push,push_cart_with_footstep,0,84,0.559524,0.393177,0.436893,0.222389,0.383699,0.339078,0.172388,0.138105
greedy_contact_planner,heldout_object,unexpected_push,push_cart_with_footstep,1,84,0.488095,0.378009,0.437523,0.224565,0.368446,0.339808,0.172820,0.138539
greedy_contact_planner,heldout_object,unexpected_push,push_cart_with_footstep,2,84,0.500000,0.378849,0.438153,0.224740,0.369301,0.340669,0.173253,0.138973
greedy_contact_planner,heldout_object,unexpected_push,push_cart_with_footstep,3,84,0.547619,0.379689,0.438783,0.216054,0.370599,0.342105,0.173686,0.139408
greedy_contact_planner,heldout_object,unexpected_push,push_cart_with_footstep,4,84,0.511905,0.380529,0.439413,0.217372,0.371397,0.342892,0.174118,0.139842
greedy_contact_planner,heldout_object,unexpected_push,push_cart_with_footstep,5,84,0.547619,0.381368,0.440043,0.216976,0.372281,0.343790,0.174551,0.140276
greedy_contact_planner,heldout_object,unexpected_push,push_cart_with_footstep,6,84,0.428571,0.382209,0.440673,0.220294,0.372979,0.344446,0.174983,0.140710
greedy_contact_planner,heldout_object,contact_dropout,bimanual_shelf_reach,0,84,0.476190,0.385224,0.450950,0.224555,0.397636,0.334897,0.178944,0.143034
greedy_contact_planner,heldout_object,contact_dropout,bimanual_shelf_reach,1,84,0.440476,0.386040,0.451562,0.225860,0.382403,0.335660,0.179364,0.143455
greedy_contact_planner,heldout_object,contact_dropout,bimanual_shelf_reach,2,84,0.500000,0.386856,0.452174,0.224879,0.383292,0.336572,0.179784,0.143877
greedy_contact_planner,heldout_object,contact_dropout,bimanual_shelf_reach,3,84,0.511905,0.387672,0.452786,0.225041,0.384124,0.337409,0.180205,0.144299
greedy_contact_planner,heldout_object,contact_dropout,bimanual_shelf_reach,4,84,0.404762,0.388488,0.453398,0.228061,0.384813,0.338061,0.180625,0.144721
greedy_contact_planner,heldout_object,contact_dropout,bimanual_shelf_reach,5,84,0.500000,0.389304,0.442004,0.225442,0.385784,0.339079,0.172801,0.144950
greedy_contact_planner,heldout_object,contact_dropout,bimanual_shelf_reach,6,84,0.488095,0.390120,0.442616,0.226176,0.386587,0.339879,0.173221,0.145372
greedy_contact_planner,heldout_object,contact_dropout,door_open_step_through,0,84,0.440476,0.377417,0.444971,0.221104,0.390013,0.336657,0.174883,0.140163
greedy_contact_planner,heldout_object,contact_dropout,door_open_step_through,1,84,0.416667,0.378249,0.445595,0.222132,0.374809,0.337455,0.175311,0.140593
greedy_contact_planner,heldout_object,contact_dropout,door_open_step_through,2,84,0.416667,0.379081,0.446219,0.222588,0.375643,0.338289,0.175740,0.141023
greedy_contact_planner,heldout_object,contact_dropout,door_open_step_through,3,84,0.571429,0.379913,0.446843,0.219331,0.376661,0.339365,0.176168,0.141453
greedy_contact_planner,heldout_object,contact_dropout,door_open_step_through,4,84,0.476190,0.380745,0.447467,0.222073,0.377380,0.340050,0.176597,0.141883
greedy_contact_planner,heldout_object,contact_dropout,door_open_step_through,5,84,0.607143,0.381577,0.448091,0.219386,0.378371,0.341089,0.177025,0.142313
greedy_contact_planner,heldout_object,contact_dropout,door_open_step_through,6,84,0.500000,0.382409,0.448715,0.222414,0.379075,0.341756,0.177454,0.142743
greedy_contact_planner,heldout_object,contact_dropout,box_lift_rebalance,0,84,0.476190,0.383265,0.449687,0.223521,0.397900,0.342582,0.178003,0.141295
greedy_contact_planner,heldout_object,contact_dropout,box_lift_rebalance,1,84,0.559524,0.384065,0.450287,0.221960,0.398802,0.343515,0.178415,0.141709
greedy_contact_planner,heldout_object,contact_dropout,box_lift_rebalance,2,84,0.404762,0.384865,0.450887,0.226113,0.399418,0.344077,0.178827,0.142123
greedy_contact_planner,heldout_object,contact_dropout,box_lift_rebalance,3,84,0.488095,0.385665,0.451487,0.224552,0.400320,0.345011,0.179239,0.142536
greedy_contact_planner,heldout_object,contact_dropout,box_lift_rebalance,4,84,0.428571,0.386465,0.452087,0.226420,0.401051,0.345722,0.179651,0.142950
greedy_contact_planner,heldout_object,contact_dropout,box_lift_rebalance,5,84,0.488095,0.387265,0.452687,0.225430,0.401924,0.346618,0.180063,0.143363
greedy_contact_planner,heldout_object,contact_dropout,box_lift_rebalance,6,84,0.476190,0.388065,0.453287,0.226155,0.402712,0.347403,0.180475,0.143777
greedy_contact_planner,heldout_object,contact_dropout,fallen_object_pickup,0,84,0.357143,0.388451,0.453659,0.229240,0.396166,0.338557,0.180700,0.144874
greedy_contact_planner,heldout_object,contact_dropout,fallen_object_pickup,1,84,0.404762,0.389267,0.442265,0.227765,0.397080,0.339500,0.172877,0.145104
greedy_contact_planner,heldout_object,contact_dropout,fallen_object_pickup,2,84,0.416667,0.390083,0.442877,0.227927,0.397912,0.340338,0.173297,0.145526
greedy_contact_planner,heldout_object,contact_dropout,fallen_object_pickup,3,84,0.416667,0.390899,0.443489,0.228375,0.398729,0.341157,0.173717,0.145947
greedy_contact_planner,heldout_object,contact_dropout,fallen_object_pickup,4,84,0.297619,0.375707,0.444101,0.231680,0.399404,0.341790,0.174137,0.146369
greedy_contact_planner,heldout_object,contact_dropout,fallen_object_pickup,5,84,0.440476,0.376523,0.444713,0.228699,0.400393,0.342832,0.174557,0.138787
greedy_contact_planner,heldout_object,contact_dropout,fallen_object_pickup,6,84,0.440476,0.377339,0.445325,0.221143,0.401611,0.344171,0.174978,0.139209
greedy_contact_planner,heldout_object,contact_dropout,push_cart_with_footstep,0,84,0.428571,0.379119,0.446165,0.222307,0.370505,0.342089,0.175732,0.141483
greedy_contact_planner,heldout_object,contact_dropout,push_cart_with_footstep,1,84,0.511905,0.379959,0.446795,0.220768,0.371446,0.343061,0.176165,0.141917
greedy_contact_planner,heldout_object,contact_dropout,push_cart_with_footstep,2,84,0.476190,0.380799,0.447425,0.222086,0.372244,0.343847,0.176597,0.142351
greedy_contact_planner,heldout_object,contact_dropout,push_cart_with_footstep,3,84,0.404762,0.381639,0.448055,0.224261,0.372999,0.344578,0.177030,0.142785
greedy_contact_planner,heldout_object,contact_dropout,push_cart_with_footstep,4,84,0.357143,0.382479,0.448685,0.225865,0.373783,0.345346,0.177463,0.143219
greedy_contact_planner,heldout_object,contact_dropout,push_cart_with_footstep,5,84,0.464286,0.383319,0.449315,0.223755,0.374752,0.346355,0.177895,0.143653
greedy_contact_planner,heldout_object,contact_dropout,push_cart_with_footstep,6,84,0.535714,0.384159,0.449945,0.222501,0.375679,0.347308,0.178328,0.144088
greedy_contact_planner,heldout_object,compound_contact_scarcity,bimanual_shelf_reach,0,84,0.583333,0.381053,0.465180,0.229185,0.388641,0.334551,0.181870,0.142204
greedy_contact_planner,heldout_object,compound_contact_scarcity,bimanual_shelf_reach,1,84,0.535714,0.381949,0.465852,0.230819,0.389479,0.335373,0.182331,0.142667
greedy_contact_planner,heldout_object,compound_contact_scarcity,bimanual_shelf_reach,2,84,0.464286,0.382845,0.466524,0.233025,0.390289,0.336158,0.182793,0.143130
greedy_contact_planner,heldout_object,compound_contact_scarcity,bimanual_shelf_reach,3,84,0.511905,0.383741,0.455190,0.231594,0.391280,0.337179,0.175010,0.143400
greedy_contact_planner,heldout_object,compound_contact_scarcity,bimanual_shelf_reach,4,84,0.416667,0.384637,0.455862,0.234371,0.392061,0.337926,0.175472,0.143863
greedy_contact_planner,heldout_object,compound_contact_scarcity,bimanual_shelf_reach,5,84,0.428571,0.385533,0.456534,0.234577,0.392971,0.338841,0.175933,0.144326
greedy_contact_planner,heldout_object,compound_contact_scarcity,bimanual_shelf_reach,6,84,0.440476,0.370421,0.457206,0.234783,0.377873,0.339756,0.176395,0.144788
greedy_contact_planner,heldout_object,compound_contact_scarcity,door_open_step_through,0,84,0.392857,0.380598,0.464715,0.233482,0.371974,0.343160,0.181595,0.143098
greedy_contact_planner,heldout_object,compound_contact_scarcity,door_open_step_through,1,84,0.547619,0.381510,0.465399,0.230268,0.373071,0.344313,0.182065,0.143569
greedy_contact_planner,heldout_object,compound_contact_scarcity,door_open_step_through,2,84,0.511905,0.382422,0.466083,0.231626,0.373939,0.345169,0.182534,0.144040
greedy_contact_planner,heldout_object,compound_contact_scarcity,door_open_step_through,3,84,0.380952,0.383334,0.466767,0.235269,0.374693,0.345876,0.175000,0.144511
greedy_contact_planner,heldout_object,compound_contact_scarcity,door_open_step_through,4,84,0.488095,0.384246,0.455445,0.232418,0.375771,0.347006,0.175230,0.144790
greedy_contact_planner,heldout_object,compound_contact_scarcity,door_open_step_through,5,84,0.416667,0.385158,0.456129,0.234632,0.376596,0.331798,0.175699,0.145260
greedy_contact_planner,heldout_object,compound_contact_scarcity,door_open_step_through,6,84,0.464286,0.370062,0.456813,0.233990,0.377565,0.332783,0.176169,0.145731
greedy_contact_planner,heldout_object,compound_contact_scarcity,box_lift_rebalance,0,84,0.452381,0.379022,0.463863,0.231254,0.388677,0.341963,0.180892,0.148433
greedy_contact_planner,heldout_object,compound_contact_scarcity,box_lift_rebalance,1,84,0.392857,0.379902,0.464523,0.233165,0.389486,0.342751,0.181345,0.140884
greedy_contact_planner,heldout_object,compound_contact_scarcity,box_lift_rebalance,2,84,0.380952,0.380782,0.465183,0.233934,0.390351,0.343613,0.181798,0.141338
greedy_contact_planner,heldout_object,compound_contact_scarcity,box_lift_rebalance,3,84,0.369048,0.381662,0.465843,0.234703,0.391217,0.344475,0.182251,0.141793
greedy_contact_planner,heldout_object,compound_contact_scarcity,box_lift_rebalance,4,84,0.392857,0.382542,0.466503,0.234614,0.392125,0.345392,0.182704,0.142247
greedy_contact_planner,heldout_object,compound_contact_scarcity,box_lift_rebalance,5,84,0.392857,0.383422,0.455157,0.234317,0.393044,0.346324,0.174914,0.142510
greedy_contact_planner,heldout_object,compound_contact_scarcity,box_lift_rebalance,6,84,0.476190,0.384302,0.455817,0.232800,0.394024,0.347334,0.175367,0.142964
greedy_contact_planner,heldout_object,compound_contact_scarcity,fallen_object_pickup,0,84,0.404762,0.370112,0.457263,0.235528,0.388928,0.339943,0.176330,0.144795
greedy_contact_planner,heldout_object,compound_contact_scarcity,fallen_object_pickup,1,84,0.369048,0.371008,0.457935,0.236877,0.389780,0.340784,0.176791,0.145257
greedy_contact_planner,heldout_object,compound_contact_scarcity,fallen_object_pickup,2,84,0.464286,0.371904,0.458607,0.227079,0.391190,0.342349,0.177253,0.145720
greedy_contact_planner,heldout_object,compound_contact_scarcity,fallen_object_pickup,3,84,0.464286,0.372800,0.459279,0.227570,0.392085,0.343245,0.177714,0.146183
greedy_contact_planner,heldout_object,compound_contact_scarcity,fallen_object_pickup,4,84,0.380952,0.373696,0.459951,0.230062,0.392881,0.344011,0.178176,0.146646
greedy_contact_planner,heldout_object,compound_contact_scarcity,fallen_object_pickup,5,84,0.440476,0.374592,0.460623,0.229125,0.393848,0.345000,0.178637,0.147108
greedy_contact_planner,heldout_object,compound_contact_scarcity,fallen_object_pickup,6,84,0.380952,0.375488,0.461295,0.231045,0.394672,0.345803,0.179099,0.147571
greedy_contact_planner,heldout_object,compound_contact_scarcity,push_cart_with_footstep,0,84,0.428571,0.375812,0.461043,0.229982,0.378229,0.342410,0.179103,0.141096
greedy_contact_planner,heldout_object,compound_contact_scarcity,push_cart_with_footstep,1,84,0.452381,0.376732,0.461733,0.229915,0.363168,0.343366,0.179577,0.141571
greedy_contact_planner,heldout_object,compound_contact_scarcity,push_cart_with_footstep,2,84,0.440476,0.377652,0.462423,0.230706,0.364073,0.344267,0.180051,0.142046
greedy_contact_planner,heldout_object,compound_contact_scarcity,push_cart_with_footstep,3,84,0.464286,0.378572,0.463113,0.230639,0.365020,0.345223,0.180525,0.142521
greedy_contact_planner,heldout_object,compound_contact_scarcity,push_cart_with_footstep,4,84,0.464286,0.379492,0.463803,0.231144,0.365939,0.346142,0.180998,0.142996
greedy_contact_planner,heldout_object,compound_contact_scarcity,push_cart_with_footstep,5,84,0.476190,0.380412,0.464493,0.231363,0.366872,0.347080,0.181472,0.143471
greedy_contact_planner,heldout_object,compound_contact_scarcity,push_cart_with_footstep,6,84,0.404762,0.381332,0.465183,0.233583,0.367705,0.331880,0.181946,0.143946
greedy_contact_planner,heldout_layout,nominal_contacts,bimanual_shelf_reach,0,84,0.488095,0.391771,0.416386,0.206019,0.401778,0.355641,0.171046,0.135544
greedy_contact_planner,heldout_layout,nominal_contacts,bimanual_shelf_reach,1,84,0.571429,0.392595,0.417004,0.204471,0.402703,0.356598,0.171470,0.135970
greedy_contact_planner,heldout_layout,nominal_contacts,bimanual_shelf_reach,2,84,0.702381,0.393419,0.417622,0.201780,0.403686,0.357629,0.171895,0.136396
greedy_contact_planner,heldout_layout,nominal_contacts,bimanual_shelf_reach,3,84,0.500000,0.394243,0.418240,0.207090,0.404268,0.342132,0.172319,0.136821
greedy_contact_planner,heldout_layout,nominal_contacts,bimanual_shelf_reach,4,84,0.511905,0.395067,0.418858,0.207256,0.405108,0.342977,0.172743,0.137247
greedy_contact_planner,heldout_layout,nominal_contacts,bimanual_shelf_reach,5,84,0.488095,0.395891,0.419476,0.208280,0.389897,0.343766,0.173168,0.137673
greedy_contact_planner,heldout_layout,nominal_contacts,bimanual_shelf_reach,6,84,0.571429,0.396715,0.420094,0.206732,0.390822,0.344723,0.173592,0.138099
greedy_contact_planner,heldout_layout,nominal_contacts,door_open_step_through,0,84,0.488095,0.402338,0.412070,0.210990,0.396102,0.343212,0.168167,0.133847
greedy_contact_planner,heldout_layout,nominal_contacts,door_open_step_through,1,84,0.619048,0.403178,0.412700,0.208308,0.397100,0.344258,0.168599,0.134281
greedy_contact_planner,heldout_layout,nominal_contacts,door_open_step_through,2,84,0.642857,0.404018,0.413330,0.208198,0.397969,0.345137,0.169032,0.134716
greedy_contact_planner,heldout_layout,nominal_contacts,door_open_step_through,3,84,0.630952,0.388850,0.413960,0.208945,0.382788,0.345961,0.169464,0.135150
greedy_contact_planner,heldout_layout,nominal_contacts,door_open_step_through,4,84,0.428571,0.389690,0.414590,0.214263,0.383386,0.346487,0.169897,0.135584
greedy_contact_planner,heldout_layout,nominal_contacts,door_open_step_through,5,84,0.547619,0.390530,0.415220,0.203862,0.384770,0.348035,0.170330,0.136018
greedy_contact_planner,heldout_layout,nominal_contacts,door_open_step_through,6,84,0.464286,0.391370,0.415850,0.206323,0.385511,0.348747,0.170762,0.136452
greedy_contact_planner,heldout_layout,nominal_contacts,box_lift_rebalance,0,84,0.547619,0.404162,0.414066,0.210687,0.400094,0.345291,0.169312,0.141023
greedy_contact_planner,heldout_layout,nominal_contacts,box_lift_rebalance,1,84,0.535714,0.388962,0.414672,0.211417,0.400890,0.346084,0.169728,0.141441
greedy_contact_planner,heldout_layout,nominal_contacts,box_lift_rebalance,2,84,0.595238,0.389770,0.415278,0.202427,0.402171,0.347508,0.170144,0.133854
greedy_contact_planner,heldout_layout,nominal_contacts,box_lift_rebalance,3,84,0.571429,0.390578,0.415884,0.203442,0.402953,0.348282,0.170560,0.134272
greedy_contact_planner,heldout_layout,nominal_contacts,box_lift_rebalance,4,84,0.547619,0.391386,0.416490,0.204457,0.403734,0.349056,0.170977,0.134690
greedy_contact_planner,heldout_layout,nominal_contacts,box_lift_rebalance,5,84,0.583333,0.392194,0.417096,0.204043,0.404587,0.349923,0.171393,0.135107
greedy_contact_planner,heldout_layout,nominal_contacts,box_lift_rebalance,6,84,0.488095,0.393002,0.417702,0.206772,0.405282,0.350586,0.171809,0.135525
greedy_contact_planner,heldout_layout,nominal_contacts,fallen_object_pickup,0,84,0.523810,0.395113,0.419441,0.207104,0.400596,0.343643,0.172947,0.137530
greedy_contact_planner,heldout_layout,nominal_contacts,fallen_object_pickup,1,84,0.559524,0.395937,0.420059,0.206699,0.401464,0.344525,0.173371,0.137956
greedy_contact_planner,heldout_layout,nominal_contacts,fallen_object_pickup,2,84,0.440476,0.396761,0.420677,0.210009,0.402147,0.345166,0.173796,0.138381
greedy_contact_planner,heldout_layout,nominal_contacts,fallen_object_pickup,3,84,0.571429,0.397585,0.421295,0.207318,0.403129,0.346197,0.174220,0.138807
greedy_contact_planner,heldout_layout,nominal_contacts,fallen_object_pickup,4,84,0.571429,0.398409,0.421913,0.207770,0.403955,0.347024,0.174644,0.139233
greedy_contact_planner,heldout_layout,nominal_contacts,fallen_object_pickup,5,84,0.404762,0.399233,0.422531,0.212222,0.404580,0.347590,0.175069,0.139659
greedy_contact_planner,heldout_layout,nominal_contacts,fallen_object_pickup,6,84,0.619048,0.400057,0.423149,0.207532,0.405663,0.348751,0.175493,0.140085
greedy_contact_planner,heldout_layout,nominal_contacts,push_cart_with_footstep,0,84,0.559524,0.389003,0.413918,0.210712,0.377641,0.349711,0.169492,0.135640
greedy_contact_planner,heldout_layout,nominal_contacts,push_cart_with_footstep,1,84,0.535714,0.389851,0.414554,0.203745,0.378862,0.351044,0.169929,0.136078
greedy_contact_planner,heldout_layout,nominal_contacts,push_cart_with_footstep,2,84,0.583333,0.390699,0.415190,0.203067,0.379767,0.351968,0.170366,0.136516
greedy_contact_planner,heldout_layout,nominal_contacts,push_cart_with_footstep,3,84,0.619048,0.391547,0.415826,0.202676,0.380659,0.352873,0.170802,0.136955
greedy_contact_planner,heldout_layout,nominal_contacts,push_cart_with_footstep,4,84,0.535714,0.392395,0.416462,0.205141,0.381408,0.353593,0.171239,0.137393
greedy_contact_planner,heldout_layout,nominal_contacts,push_cart_with_footstep,5,84,0.535714,0.393243,0.417098,0.205606,0.382256,0.354443,0.171676,0.137831
greedy_contact_planner,heldout_layout,nominal_contacts,push_cart_with_footstep,6,84,0.571429,0.394091,0.417734,0.205214,0.383148,0.355348,0.172113,0.138269
greedy_contact_planner,heldout_layout,slippery_foot_contact,bimanual_shelf_reach,0,84,0.476190,0.389303,0.436788,0.216275,0.398691,0.341301,0.176366,0.143162
greedy_contact_planner,heldout_layout,slippery_foot_contact,bimanual_shelf_reach,1,84,0.607143,0.390167,0.437436,0.213606,0.399713,0.342371,0.176811,0.143608
greedy_contact_planner,heldout_layout,slippery_foot_contact,bimanual_shelf_reach,2,84,0.476190,0.391031,0.438084,0.217223,0.384412,0.343032,0.177256,0.144055
greedy_contact_planner,heldout_layout,slippery_foot_contact,bimanual_shelf_reach,3,84,0.452381,0.391895,0.438732,0.218268,0.385247,0.343860,0.177701,0.144501
greedy_contact_planner,heldout_layout,slippery_foot_contact,bimanual_shelf_reach,4,84,0.488095,0.392759,0.439380,0.217885,0.386155,0.344781,0.178146,0.136943
greedy_contact_planner,heldout_layout,slippery_foot_contact,bimanual_shelf_reach,5,84,0.428571,0.393623,0.440028,0.219788,0.386947,0.345553,0.178590,0.137390
greedy_contact_planner,heldout_layout,slippery_foot_contact,bimanual_shelf_reach,6,84,0.523810,0.394487,0.440676,0.217976,0.387926,0.346567,0.179035,0.137836
greedy_contact_planner,heldout_layout,slippery_foot_contact,door_open_step_through,0,84,0.476190,0.395542,0.429225,0.218871,0.388806,0.340706,0.171257,0.139250
greedy_contact_planner,heldout_layout,slippery_foot_contact,door_open_step_through,1,84,0.523810,0.396422,0.429885,0.218211,0.389743,0.341661,0.171711,0.139704
greedy_contact_planner,heldout_layout,slippery_foot_contact,door_open_step_through,2,84,0.511905,0.397302,0.430545,0.218980,0.390608,0.342523,0.172164,0.140159
greedy_contact_planner,heldout_layout,slippery_foot_contact,door_open_step_through,3,84,0.571429,0.382174,0.431205,0.218034,0.391559,0.343496,0.172617,0.140613
greedy_contact_planner,heldout_layout,slippery_foot_contact,door_open_step_through,4,84,0.500000,0.383054,0.431865,0.212227,0.392754,0.344786,0.173070,0.141068
greedy_contact_planner,heldout_layout,slippery_foot_contact,door_open_step_through,5,84,0.571429,0.383934,0.432525,0.210996,0.377711,0.345778,0.173523,0.141522
greedy_contact_planner,heldout_layout,slippery_foot_contact,door_open_step_through,6,84,0.559524,0.384814,0.433185,0.211764,0.378577,0.346640,0.173977,0.141977
greedy_contact_planner,heldout_layout,slippery_foot_contact,box_lift_rebalance,0,84,0.428571,0.393655,0.440443,0.219883,0.405029,0.338988,0.178735,0.144717
greedy_contact_planner,heldout_layout,slippery_foot_contact,box_lift_rebalance,1,84,0.404762,0.394503,0.441079,0.220920,0.405849,0.339801,0.179172,0.137151
greedy_contact_planner,heldout_layout,slippery_foot_contact,box_lift_rebalance,2,84,0.440476,0.395351,0.429709,0.219748,0.406779,0.340757,0.171365,0.137397
greedy_contact_planner,heldout_layout,slippery_foot_contact,box_lift_rebalance,3,84,0.511905,0.396199,0.430345,0.218499,0.391706,0.341718,0.171801,0.137835
greedy_contact_planner,heldout_layout,slippery_foot_contact,box_lift_rebalance,4,84,0.500000,0.397047,0.430981,0.219250,0.392540,0.342549,0.172238,0.138273
greedy_contact_planner,heldout_layout,slippery_foot_contact,box_lift_rebalance,5,84,0.535714,0.381887,0.431617,0.218858,0.393432,0.343455,0.172675,0.138711
greedy_contact_planner,heldout_layout,slippery_foot_contact,box_lift_rebalance,6,84,0.535714,0.382735,0.432253,0.211319,0.394681,0.344825,0.173111,0.139150
greedy_contact_planner,heldout_layout,slippery_foot_contact,fallen_object_pickup,0,84,0.464286,0.393565,0.440533,0.219008,0.398347,0.346124,0.178740,0.137615
greedy_contact_planner,heldout_layout,slippery_foot_contact,fallen_object_pickup,1,84,0.428571,0.394429,0.441181,0.220339,0.399168,0.346933,0.179185,0.138061
greedy_contact_planner,heldout_layout,slippery_foot_contact,fallen_object_pickup,2,84,0.416667,0.395293,0.429823,0.220318,0.400057,0.347831,0.171386,0.138316
greedy_contact_planner,heldout_layout,slippery_foot_contact,fallen_object_pickup,3,84,0.476190,0.396157,0.430471,0.219364,0.400993,0.348789,0.171831,0.138762
