split,regime,task,seed,episodes,success_rate,contact_precision,budget_violation_rate,fall_rate,balance_margin,recovery_success,energy_contact_cost,calibration_error,ablation,interpretation
combined_stress,slippery_foot_contact,door_open_step_through,3,84,0.547619,0.560071,0.199327,0.102761,0.546269,0.508185,0.221321,0.065159,minus_episode_budget,no episode-level contact accounting
combined_stress,slippery_foot_contact,door_open_step_through,4,84,0.595238,0.560943,0.187975,0.101317,0.547237,0.509183,0.213526,0.065417,minus_episode_budget,no episode-level contact accounting
combined_stress,slippery_foot_contact,door_open_step_through,5,84,0.666667,0.561815,0.188629,0.100081,0.548195,0.494159,0.213975,0.065868,minus_episode_budget,no episode-level contact accounting
combined_stress,slippery_foot_contact,door_open_step_through,6,84,0.690476,0.562687,0.189283,0.099988,0.549095,0.495069,0.214424,0.066318,minus_episode_budget,no episode-level contact accounting
combined_stress,slippery_foot_contact,box_lift_rebalance,0,84,0.690476,0.559274,0.199589,0.099154,0.563720,0.507766,0.221395,0.071267,minus_episode_budget,no episode-level contact accounting
combined_stress,slippery_foot_contact,box_lift_rebalance,1,84,0.559524,0.560114,0.200219,0.102758,0.564403,0.508404,0.221828,0.071701,minus_episode_budget,no episode-level contact accounting
combined_stress,slippery_foot_contact,box_lift_rebalance,2,84,0.726190,0.560954,0.188843,0.098438,0.565483,0.509557,0.214016,0.063939,minus_episode_budget,no episode-level contact accounting
combined_stress,slippery_foot_contact,box_lift_rebalance,3,84,0.666667,0.561794,0.189473,0.100328,0.566253,0.494298,0.214449,0.064373,minus_episode_budget,no episode-level contact accounting
combined_stress,slippery_foot_contact,box_lift_rebalance,4,84,0.547619,0.562634,0.190103,0.103646,0.566951,0.494954,0.214881,0.064807,minus_episode_budget,no episode-level contact accounting
combined_stress,slippery_foot_contact,box_lift_rebalance,5,84,0.678571,0.547466,0.190733,0.100964,0.567949,0.496000,0.215314,0.065241,minus_episode_budget,no episode-level contact accounting
combined_stress,slippery_foot_contact,box_lift_rebalance,6,84,0.702381,0.548306,0.191363,0.092849,0.553211,0.497400,0.215747,0.065675,minus_episode_budget,no episode-level contact accounting
combined_stress,slippery_foot_contact,fallen_object_pickup,0,84,0.654762,0.557333,0.198348,0.099010,0.571152,0.496996,0.220516,0.071293,minus_episode_budget,no episode-level contact accounting
combined_stress,slippery_foot_contact,fallen_object_pickup,1,84,0.714286,0.558189,0.198990,0.098051,0.572080,0.497946,0.220957,0.071735,minus_episode_budget,no episode-level contact accounting
combined_stress,slippery_foot_contact,fallen_object_pickup,2,84,0.642857,0.559045,0.199632,0.100235,0.556843,0.498692,0.221398,0.064173,minus_episode_budget,no episode-level contact accounting
combined_stress,slippery_foot_contact,fallen_object_pickup,3,84,0.583333,0.559901,0.200274,0.102134,0.557628,0.499457,0.221839,0.064616,minus_episode_budget,no episode-level contact accounting
combined_stress,slippery_foot_contact,fallen_object_pickup,4,84,0.678571,0.560757,0.188910,0.099537,0.558638,0.500514,0.214036,0.064866,minus_episode_budget,no episode-level contact accounting
combined_stress,slippery_foot_contact,fallen_object_pickup,5,84,0.654762,0.561613,0.189552,0.100579,0.559466,0.501334,0.214477,0.065308,minus_episode_budget,no episode-level contact accounting
combined_stress,slippery_foot_contact,fallen_object_pickup,6,84,0.476190,0.562469,0.190194,0.105334,0.560108,0.501913,0.214917,0.065750,minus_episode_budget,no episode-level contact accounting
combined_stress,slippery_foot_contact,push_cart_with_footstep,0,84,0.666667,0.547988,0.190050,0.101213,0.545065,0.499913,0.214977,0.067316,minus_episode_budget,no episode-level contact accounting
combined_stress,slippery_foot_contact,push_cart_with_footstep,1,84,0.714286,0.548868,0.190710,0.092549,0.546402,0.501388,0.215430,0.067771,minus_episode_budget,no episode-level contact accounting
combined_stress,slippery_foot_contact,push_cart_with_footstep,2,84,0.666667,0.549748,0.191370,0.094175,0.547224,0.502195,0.215883,0.068226,minus_episode_budget,no episode-level contact accounting
combined_stress,slippery_foot_contact,push_cart_with_footstep,3,84,0.702381,0.550628,0.192030,0.093801,0.532139,0.503131,0.216337,0.068680,minus_episode_budget,no episode-level contact accounting
combined_stress,slippery_foot_contact,push_cart_with_footstep,4,84,0.678571,0.551508,0.192690,0.094855,0.532990,0.503974,0.216790,0.069135,minus_episode_budget,no episode-level contact accounting
combined_stress,slippery_foot_contact,push_cart_with_footstep,5,84,0.690476,0.552388,0.193350,0.095052,0.533885,0.504873,0.217243,0.069589,minus_episode_budget,no episode-level contact accounting
combined_stress,slippery_foot_contact,push_cart_with_footstep,6,84,0.571429,0.553268,0.194010,0.098392,0.534622,0.505568,0.217696,0.070044,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,bimanual_shelf_reach,0,84,0.630952,0.545454,0.194049,0.104390,0.552280,0.501000,0.216265,0.065013,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,bimanual_shelf_reach,1,84,0.702381,0.546278,0.194667,0.095124,0.553591,0.502458,0.216690,0.065439,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,bimanual_shelf_reach,2,84,0.619048,0.547102,0.195285,0.097576,0.554316,0.503155,0.217114,0.065864,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,bimanual_shelf_reach,3,84,0.607143,0.547926,0.195903,0.098314,0.555127,0.503963,0.217539,0.066290,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,bimanual_shelf_reach,4,84,0.666667,0.548750,0.196521,0.097338,0.556024,0.504882,0.217963,0.066716,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,bimanual_shelf_reach,5,84,0.678571,0.549574,0.197139,0.097504,0.556864,0.505727,0.218387,0.067142,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,bimanual_shelf_reach,6,84,0.666667,0.550398,0.197757,0.098242,0.557675,0.506536,0.218812,0.067568,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,door_open_step_through,0,84,0.690476,0.556109,0.201719,0.100708,0.547133,0.505228,0.221571,0.071450,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,door_open_step_through,1,84,0.678571,0.556949,0.202349,0.101455,0.547960,0.506052,0.222004,0.071885,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,door_open_step_through,2,84,0.607143,0.557789,0.202979,0.103630,0.548715,0.506782,0.222437,0.072319,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,door_open_step_through,3,84,0.630952,0.558629,0.191603,0.102739,0.549624,0.507712,0.214625,0.072561,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,door_open_step_through,4,84,0.630952,0.559469,0.192233,0.103200,0.550465,0.492546,0.215058,0.064991,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,door_open_step_through,5,84,0.619048,0.560309,0.192863,0.103947,0.551291,0.493370,0.215490,0.065425,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,door_open_step_through,6,84,0.654762,0.545141,0.193493,0.103551,0.552175,0.494268,0.215923,0.065859,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,box_lift_rebalance,0,84,0.654762,0.557697,0.203769,0.102695,0.566760,0.506926,0.222873,0.070787,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,box_lift_rebalance,1,84,0.666667,0.558505,0.192369,0.102072,0.551616,0.507806,0.215045,0.071013,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,box_lift_rebalance,2,84,0.571429,0.559313,0.192975,0.104801,0.552311,0.492461,0.215462,0.071430,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,box_lift_rebalance,3,84,0.583333,0.560121,0.193581,0.104959,0.553135,0.493291,0.215878,0.071848,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,box_lift_rebalance,4,84,0.559524,0.544921,0.194187,0.105974,0.553917,0.494065,0.216294,0.072266,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,box_lift_rebalance,5,84,0.666667,0.545729,0.194793,0.103846,0.554855,0.495043,0.216710,0.072683,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,box_lift_rebalance,6,84,0.619048,0.546537,0.195399,0.097428,0.556008,0.496300,0.217126,0.065097,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,fallen_object_pickup,0,84,0.642857,0.548587,0.197151,0.098046,0.567250,0.505289,0.218303,0.067143,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,fallen_object_pickup,1,84,0.619048,0.549411,0.197769,0.099070,0.568047,0.506078,0.218728,0.067569,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,fallen_object_pickup,2,84,0.535714,0.550235,0.198387,0.101522,0.568773,0.506775,0.219152,0.067995,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,fallen_object_pickup,3,84,0.619048,0.551059,0.199005,0.099974,0.569698,0.507731,0.219576,0.068421,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,fallen_object_pickup,4,84,0.619048,0.551883,0.199623,0.100426,0.570523,0.492550,0.220001,0.068847,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,fallen_object_pickup,5,84,0.535714,0.552707,0.200241,0.102879,0.555241,0.493246,0.220425,0.069272,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,fallen_object_pickup,6,84,0.547619,0.553531,0.200859,0.103045,0.556081,0.494092,0.220850,0.069698,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,push_cart_with_footstep,0,84,0.547619,0.558843,0.191548,0.104792,0.544528,0.495494,0.214614,0.065006,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,push_cart_with_footstep,1,84,0.678571,0.559691,0.192184,0.102114,0.529525,0.496548,0.215051,0.065444,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,push_cart_with_footstep,2,84,0.726190,0.560539,0.192820,0.101437,0.530431,0.497472,0.215487,0.065882,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,push_cart_with_footstep,3,84,0.630952,0.545379,0.193456,0.104188,0.531166,0.498173,0.215924,0.066320,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,push_cart_with_footstep,4,84,0.714286,0.546227,0.194092,0.102653,0.532115,0.499153,0.216361,0.066759,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,push_cart_with_footstep,5,84,0.738095,0.547075,0.194728,0.094543,0.533392,0.500560,0.216797,0.067197,minus_episode_budget,no episode-level contact accounting
combined_stress,one_hand_occupied,push_cart_with_footstep,6,84,0.702381,0.547923,0.195364,0.095865,0.534198,0.501354,0.217234,0.067635,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,bimanual_shelf_reach,0,84,0.607143,0.544031,0.198324,0.100108,0.551890,0.506103,0.217665,0.069086,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,bimanual_shelf_reach,1,84,0.607143,0.544895,0.198972,0.100582,0.552754,0.506968,0.218110,0.069533,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,bimanual_shelf_reach,2,84,0.619048,0.545759,0.199620,0.100770,0.553633,0.491844,0.218555,0.069979,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,bimanual_shelf_reach,3,84,0.595238,0.546623,0.200268,0.101816,0.554468,0.492672,0.219000,0.070425,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,bimanual_shelf_reach,4,84,0.654762,0.547487,0.200916,0.100861,0.555404,0.493630,0.219445,0.070872,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,bimanual_shelf_reach,5,84,0.690476,0.548351,0.201564,0.100478,0.556311,0.494551,0.219890,0.071318,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,bimanual_shelf_reach,6,84,0.666667,0.549215,0.202212,0.101524,0.557147,0.495379,0.220335,0.071764,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,door_open_step_through,0,84,0.607143,0.550358,0.202748,0.103483,0.542063,0.505544,0.220742,0.073308,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,door_open_step_through,1,84,0.642857,0.551238,0.203408,0.103109,0.542985,0.506481,0.221196,0.065759,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,door_open_step_through,2,84,0.678571,0.552118,0.204068,0.102735,0.543908,0.491409,0.221649,0.066213,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,door_open_step_through,3,84,0.642857,0.552998,0.204728,0.104075,0.544745,0.492234,0.222102,0.066668,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,door_open_step_through,4,84,0.488095,0.553878,0.205388,0.108272,0.545439,0.492873,0.222555,0.067122,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,door_open_step_through,5,84,0.630952,0.554758,0.206048,0.105326,0.546490,0.493977,0.223008,0.067577,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,door_open_step_through,6,84,0.559524,0.555638,0.206708,0.107523,0.547285,0.494746,0.223462,0.068031,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,box_lift_rebalance,0,84,0.714286,0.548234,0.202014,0.100004,0.558251,0.503885,0.220133,0.070744,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,box_lift_rebalance,1,84,0.583333,0.549082,0.202650,0.103612,0.558943,0.504530,0.220569,0.071182,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,box_lift_rebalance,2,84,0.642857,0.549930,0.203286,0.102649,0.559863,0.505473,0.221006,0.071620,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,box_lift_rebalance,3,84,0.630952,0.550778,0.203922,0.103400,0.560697,0.506304,0.221443,0.072059,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,box_lift_rebalance,4,84,0.678571,0.551626,0.204558,0.102723,0.561603,0.491220,0.221880,0.072497,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,box_lift_rebalance,5,84,0.595238,0.552474,0.205194,0.105188,0.562352,0.491940,0.222316,0.072935,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,box_lift_rebalance,6,84,0.702381,0.553322,0.205830,0.103082,0.563329,0.492957,0.222753,0.073373,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,fallen_object_pickup,0,84,0.523810,0.548084,0.202117,0.104558,0.567241,0.494602,0.220177,0.071688,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,fallen_object_pickup,1,84,0.607143,0.548948,0.202765,0.103032,0.568205,0.495597,0.220622,0.072134,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,fallen_object_pickup,2,84,0.642857,0.549812,0.203413,0.102649,0.569112,0.496518,0.221067,0.072580,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,fallen_object_pickup,3,84,0.547619,0.550676,0.204061,0.105409,0.553854,0.497234,0.221512,0.073027,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,fallen_object_pickup,4,84,0.535714,0.551540,0.204709,0.106169,0.554704,0.498081,0.221957,0.073473,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,fallen_object_pickup,5,84,0.642857,0.552404,0.205357,0.104072,0.555697,0.499113,0.222402,0.073919,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,fallen_object_pickup,6,84,0.607143,0.553268,0.206005,0.105403,0.556519,0.499923,0.222847,0.066362,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,push_cart_with_footstep,0,84,0.595238,0.557852,0.196147,0.107036,0.528235,0.500605,0.216236,0.069301,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,push_cart_with_footstep,1,84,0.678571,0.542732,0.196813,0.105523,0.529223,0.501623,0.216694,0.069759,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,push_cart_with_footstep,2,84,0.619048,0.543620,0.197479,0.107439,0.530039,0.502419,0.217151,0.070218,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,push_cart_with_footstep,3,84,0.678571,0.544508,0.198145,0.098494,0.531399,0.503920,0.217608,0.070677,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,push_cart_with_footstep,4,84,0.690476,0.545396,0.198811,0.098695,0.532300,0.504827,0.218065,0.071135,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,push_cart_with_footstep,5,84,0.702381,0.546284,0.199477,0.098897,0.533202,0.505734,0.218523,0.071594,minus_episode_budget,no episode-level contact accounting
combined_stress,narrow_support_polygon,push_cart_with_footstep,6,84,0.654762,0.547172,0.200143,0.100527,0.534033,0.506548,0.218980,0.072053,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,bimanual_shelf_reach,0,84,0.666667,0.551049,0.209386,0.106598,0.556143,0.503959,0.223669,0.071869,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,bimanual_shelf_reach,1,84,0.595238,0.551857,0.209992,0.108756,0.540859,0.504658,0.224086,0.072286,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,bimanual_shelf_reach,2,84,0.654762,0.552665,0.210598,0.107771,0.541741,0.489554,0.224502,0.072704,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,bimanual_shelf_reach,3,84,0.642857,0.553473,0.199198,0.107719,0.542575,0.490398,0.216674,0.072930,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,bimanual_shelf_reach,4,84,0.714286,0.554281,0.199804,0.106448,0.543471,0.491320,0.217090,0.073347,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,bimanual_shelf_reach,5,84,0.642857,0.555089,0.200410,0.108606,0.544195,0.492020,0.217506,0.073765,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,bimanual_shelf_reach,6,84,0.607143,0.539889,0.201016,0.109907,0.544962,0.492776,0.217922,0.074183,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,door_open_step_through,0,84,0.654762,0.541025,0.201546,0.109290,0.546006,0.503101,0.218325,0.067718,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,door_open_step_through,1,84,0.666667,0.541849,0.202164,0.101453,0.547246,0.504466,0.218750,0.068144,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,door_open_step_through,2,84,0.559524,0.542673,0.202782,0.104476,0.547943,0.505126,0.219174,0.068570,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,door_open_step_through,3,84,0.630952,0.543497,0.203400,0.103214,0.548854,0.490056,0.219598,0.068996,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,door_open_step_through,4,84,0.654762,0.544321,0.204018,0.103095,0.549708,0.490919,0.220023,0.069422,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,door_open_step_through,5,84,0.523810,0.545145,0.204636,0.106690,0.534368,0.491542,0.220447,0.069848,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,door_open_step_through,6,84,0.523810,0.545969,0.205254,0.107142,0.535194,0.492368,0.220871,0.070274,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,box_lift_rebalance,0,84,0.595238,0.550500,0.209511,0.108173,0.557669,0.496880,0.223690,0.071093,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,box_lift_rebalance,1,84,0.500000,0.551292,0.210105,0.110893,0.558349,0.497527,0.224097,0.071503,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,box_lift_rebalance,2,84,0.619048,0.552084,0.210699,0.108470,0.559286,0.498509,0.224505,0.071912,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,box_lift_rebalance,3,84,0.678571,0.552876,0.211293,0.107476,0.560151,0.499397,0.216909,0.072322,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,box_lift_rebalance,4,84,0.571429,0.553668,0.199881,0.109702,0.560856,0.500076,0.217077,0.072539,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,box_lift_rebalance,5,84,0.571429,0.554460,0.200475,0.110137,0.561650,0.500872,0.217485,0.072949,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,box_lift_rebalance,6,84,0.630952,0.555252,0.201069,0.109143,0.562516,0.501761,0.217893,0.073358,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,fallen_object_pickup,0,84,0.440476,0.553815,0.200206,0.112990,0.554101,0.491043,0.217274,0.073618,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,fallen_object_pickup,1,84,0.500000,0.554623,0.200812,0.112005,0.554983,0.491947,0.217690,0.074036,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,fallen_object_pickup,2,84,0.571429,0.539423,0.201418,0.110734,0.555878,0.492870,0.218106,0.074454,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,fallen_object_pickup,3,84,0.607143,0.540231,0.202024,0.110320,0.556731,0.493737,0.218522,0.074872,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,fallen_object_pickup,4,84,0.559524,0.541039,0.202630,0.103902,0.557884,0.494994,0.218938,0.067285,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,fallen_object_pickup,5,84,0.583333,0.541847,0.203236,0.103774,0.558722,0.495842,0.219354,0.067703,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,fallen_object_pickup,6,84,0.571429,0.542655,0.203842,0.104503,0.559518,0.496635,0.219770,0.068121,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,push_cart_with_footstep,0,84,0.607143,0.541854,0.201953,0.102819,0.542024,0.492149,0.218631,0.068495,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,push_cart_with_footstep,1,84,0.654762,0.542686,0.202577,0.102133,0.526907,0.493057,0.219060,0.068925,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,push_cart_with_footstep,2,84,0.607143,0.543518,0.203201,0.103733,0.527683,0.493817,0.219488,0.069355,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,push_cart_with_footstep,3,84,0.654762,0.544350,0.203825,0.103046,0.528573,0.494726,0.219917,0.069785,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,push_cart_with_footstep,4,84,0.607143,0.545182,0.204449,0.104646,0.529349,0.495486,0.220345,0.070215,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,push_cart_with_footstep,5,84,0.690476,0.546014,0.205073,0.103102,0.530282,0.496450,0.220774,0.070645,minus_episode_budget,no episode-level contact accounting
combined_stress,unexpected_push,push_cart_with_footstep,6,84,0.559524,0.546846,0.205697,0.106702,0.530958,0.497080,0.221202,0.071075,minus_episode_budget,no episode-level contact accounting
combined_stress,contact_dropout,bimanual_shelf_reach,0,84,0.547619,0.552968,0.204182,0.113277,0.542579,0.490490,0.218704,0.074999,minus_episode_budget,no episode-level contact accounting
combined_stress,contact_dropout,bimanual_shelf_reach,1,84,0.666667,0.537768,0.204788,0.110863,0.543532,0.491487,0.219120,0.075416,minus_episode_budget,no episode-level contact accounting
combined_stress,contact_dropout,bimanual_shelf_reach,2,84,0.523810,0.538576,0.205394,0.114735,0.544170,0.492075,0.219536,0.075834,minus_episode_budget,no episode-level contact accounting
combined_stress,contact_dropout,bimanual_shelf_reach,3,84,0.726190,0.539384,0.206000,0.102317,0.545623,0.493723,0.219952,0.068248,minus_episode_budget,no episode-level contact accounting
combined_stress,contact_dropout,bimanual_shelf_reach,4,84,0.511905,0.540192,0.206606,0.107904,0.546176,0.494200,0.220369,0.068666,minus_episode_budget,no episode-level contact accounting
combined_stress,contact_dropout,bimanual_shelf_reach,5,84,0.678571,0.541000,0.207212,0.104347,0.547186,0.495271,0.220785,0.069083,minus_episode_budget,no episode-level contact accounting
combined_stress,contact_dropout,bimanual_shelf_reach,6,84,0.702381,0.541808,0.207818,0.104219,0.548024,0.496119,0.221201,0.069501,minus_episode_budget,no episode-level contact accounting
combined_stress,contact_dropout,door_open_step_through,0,84,0.583333,0.542943,0.208347,0.107603,0.532861,0.490176,0.221604,0.071041,minus_episode_budget,no episode-level contact accounting
combined_stress,contact_dropout,door_open_step_through,1,84,0.619048,0.543767,0.208965,0.107198,0.533729,0.491058,0.222028,0.071466,minus_episode_budget,no episode-level contact accounting
combined_stress,contact_dropout,door_open_step_through,2,84,0.642857,0.544591,0.209583,0.107078,0.534583,0.491922,0.222453,0.071892,minus_episode_budget,no episode-level contact accounting
combined_stress,contact_dropout,door_open_step_through,3,84,0.678571,0.545415,0.210201,0.106673,0.535451,0.492805,0.222877,0.072318,minus_episode_budget,no episode-level contact accounting
combined_stress,contact_dropout,door_open_step_through,4,84,0.559524,0.546239,0.210819,0.109983,0.536134,0.493445,0.223302,0.072744,minus_episode_budget,no episode-level contact accounting
combined_stress,contact_dropout,door_open_step_through,5,84,0.547619,0.547063,0.211437,0.110721,0.536945,0.494253,0.223726,0.073170,minus_episode_budget,no episode-level contact accounting
combined_stress,contact_dropout,door_open_step_through,6,84,0.702381,0.547887,0.212055,0.107458,0.537956,0.495322,0.224150,0.073596,minus_episode_budget,no episode-level contact accounting
combined_stress,contact_dropout,box_lift_rebalance,0,84,0.654762,0.552419,0.204307,0.110566,0.560327,0.499698,0.218724,0.074224,minus_episode_budget,no episode-level contact accounting
combined_stress,contact_dropout,box_lift_rebalance,1,84,0.619048,0.537203,0.204901,0.111857,0.561078,0.500438,0.219132,0.074633,minus_episode_budget,no episode-level contact accounting
combined_stress,contact_dropout,box_lift_rebalance,2,84,0.488095,0.537995,0.205495,0.115435,0.545707,0.501030,0.219540,0.075043,minus_episode_budget,no episode-level contact accounting
combined_stress,contact_dropout,box_lift_rebalance,3,84,0.583333,0.538787,0.206089,0.105580,0.547016,0.502494,0.219948,0.075452,minus_episode_budget,no episode-level contact accounting
combined_stress,contact_dropout,box_lift_rebalance,4,84,0.595238,0.539579,0.206683,0.105729,0.547825,0.503309,0.220356,0.075862,minus_episode_budget,no episode-level contact accounting
combined_stress,contact_dropout,box_lift_rebalance,5,84,0.642857,0.540371,0.207277,0.105020,0.548676,0.488171,0.220764,0.068267,minus_episode_budget,no episode-level contact accounting
combined_stress,contact_dropout,box_lift_rebalance,6,84,0.523810,0.541163,0.207871,0.108312,0.549328,0.488781,0.221172,0.068677,minus_episode_budget,no episode-level contact accounting
combined_stress,contact_dropout,fallen_object_pickup,0,84,0.428571,0.539725,0.207008,0.109874,0.557035,0.494220,0.220552,0.068937,minus_episode_budget,no episode-level contact accounting
combined_stress,contact_dropout,fallen_object_pickup,1,84,0.535714,0.540533,0.207614,0.107746,0.557974,0.495198,0.220969,0.069354,minus_episode_budget,no episode-level contact accounting
combined_stress,contact_dropout,fallen_object_pickup,2,84,0.559524,0.541341,0.208220,0.107618,0.558812,0.496046,0.221385,0.069772,minus_episode_budget,no episode-level contact accounting
combined_stress,contact_dropout,fallen_object_pickup,3,84,0.571429,0.542149,0.208826,0.107775,0.559636,0.496876,0.221801,0.070190,minus_episode_budget,no episode-level contact accounting
combined_stress,contact_dropout,fallen_object_pickup,4,84,0.619048,0.542957,0.209432,0.107076,0.560503,0.497762,0.222217,0.070607,minus_episode_budget,no episode-level contact accounting
