method,split,seed,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_budget_violation_rate,ci95_budget_violation_rate,mean_fall_rate,ci95_fall_rate,mean_balance_margin,ci95_balance_margin,mean_recovery_success,ci95_recovery_success,mean_energy_contact_cost,ci95_energy_contact_cost,mean_reserve_starvation_rate,ci95_reserve_starvation_rate,mean_contact_overuse_rate,ci95_contact_overuse_rate,mean_calibration_error,ci95_calibration_error,mean_conservatism_rate,ci95_conservatism_rate,mean_predicted_breach_risk,ci95_predicted_breach_risk,mean_realized_breach_risk,ci95_realized_breach_risk,n
fixed_contact_quota,heldout_layout,6,0.548710,0.004651,0.202995,0.009828,0.247235,0.001766,0.219614,0.002810,0.449625,0.001206,0.387402,0.001327,0.188924,0.000493,0.200947,0.002581,0.172170,0.001182,0.109960,0.000535,0.070252,0.000601,0.234966,0.002416,0.256561,0.002488,384
fixed_contact_quota,heldout_layout,7,0.548966,0.004649,0.203537,0.009838,0.246889,0.001774,0.219580,0.002809,0.449502,0.001207,0.387404,0.001378,0.188747,0.000499,0.200841,0.002586,0.172385,0.001172,0.109992,0.000537,0.070101,0.000588,0.234832,0.002413,0.256436,0.002493,384
fixed_contact_quota,heldout_layout,8,0.548701,0.004592,0.203122,0.009742,0.247141,0.001799,0.219425,0.002800,0.449872,0.001217,0.387272,0.001290,0.188920,0.000459,0.201156,0.002584,0.172425,0.001154,0.110016,0.000528,0.069973,0.000575,0.234874,0.002422,0.256534,0.002492,384
fixed_contact_quota,heldout_layout,9,0.549018,0.004692,0.203492,0.009868,0.247108,0.001758,0.219623,0.002796,0.449573,0.001219,0.387680,0.001369,0.188837,0.000507,0.200737,0.002595,0.172406,0.001173,0.110012,0.000533,0.070003,0.000589,0.234820,0.002406,0.256511,0.002483,384
fixed_contact_quota,heldout_object,0,0.561889,0.004378,0.229725,0.009520,0.242239,0.001750,0.211774,0.002779,0.452325,0.001263,0.391049,0.001334,0.187545,0.000486,0.198260,0.002560,0.170278,0.001200,0.108486,0.000525,0.068411,0.000567,0.229008,0.002403,0.250545,0.002466,384
fixed_contact_quota,heldout_object,1,0.562200,0.004435,0.230446,0.009576,0.241956,0.001755,0.211599,0.002809,0.452986,0.001179,0.390679,0.001304,0.187664,0.000504,0.198180,0.002569,0.170082,0.001163,0.108643,0.000542,0.068550,0.000564,0.228789,0.002415,0.250356,0.002485,384
fixed_contact_quota,heldout_object,2,0.562498,0.004475,0.230273,0.009627,0.242175,0.001786,0.211954,0.002795,0.452632,0.001202,0.390877,0.001338,0.187560,0.000489,0.198154,0.002570,0.170441,0.001187,0.108385,0.000523,0.068646,0.000601,0.229052,0.002411,0.250581,0.002485,384
fixed_contact_quota,heldout_object,3,0.562179,0.004504,0.229799,0.009659,0.242270,0.001779,0.211872,0.002815,0.452507,0.001188,0.390634,0.001328,0.187555,0.000493,0.198312,0.002579,0.170349,0.001154,0.108588,0.000554,0.068525,0.000578,0.229101,0.002418,0.250631,0.002490,384
fixed_contact_quota,heldout_object,4,0.562347,0.004436,0.230216,0.009613,0.242422,0.001776,0.211841,0.002816,0.453116,0.001212,0.390439,0.001367,0.187404,0.000476,0.197872,0.002580,0.170383,0.001174,0.108447,0.000529,0.068453,0.000567,0.229030,0.002423,0.250557,0.002492,384
fixed_contact_quota,heldout_object,5,0.561800,0.004441,0.229884,0.009602,0.242077,0.001778,0.211876,0.002809,0.453250,0.001201,0.390484,0.001351,0.187483,0.000494,0.198001,0.002545,0.170238,0.001172,0.108553,0.000546,0.068196,0.000570,0.229111,0.002412,0.250480,0.002486,384
fixed_contact_quota,heldout_object,6,0.562153,0.004479,0.230334,0.009625,0.241702,0.001774,0.211970,0.002784,0.453155,0.001217,0.390648,0.001350,0.187706,0.000492,0.198105,0.002573,0.170441,0.001182,0.108266,0.000525,0.068546,0.000571,0.228985,0.002411,0.250399,0.002480,384
fixed_contact_quota,heldout_object,7,0.562180,0.004432,0.230126,0.009576,0.242172,0.001749,0.211728,0.002794,0.452596,0.001221,0.390535,0.001336,0.187471,0.000489,0.198081,0.002589,0.170349,0.001159,0.108512,0.000542,0.068288,0.000574,0.229050,0.002395,0.250476,0.002478,384
fixed_contact_quota,heldout_object,8,0.562545,0.004429,0.230570,0.009579,0.242389,0.001771,0.211775,0.002800,0.453123,0.001228,0.390946,0.001324,0.187462,0.000467,0.197949,0.002576,0.170226,0.001178,0.108640,0.000530,0.068213,0.000574,0.229174,0.002401,0.250543,0.002483,384
fixed_contact_quota,heldout_object,9,0.562404,0.004483,0.230359,0.009645,0.242079,0.001783,0.211986,0.002786,0.452839,0.001215,0.390706,0.001320,0.187525,0.000491,0.197898,0.002575,0.170290,0.001169,0.108472,0.000538,0.068452,0.000598,0.229056,0.002407,0.250499,0.002482,384
fixed_contact_quota,heldout_payload,0,0.534781,0.004902,0.161808,0.010084,0.259375,0.001778,0.235392,0.002806,0.443889,0.001183,0.382347,0.001340,0.190672,0.000492,0.205160,0.002588,0.175582,0.001170,0.112270,0.000558,0.072374,0.000599,0.247001,0.002424,0.268975,0.002494,384
fixed_contact_quota,heldout_payload,1,0.534351,0.004906,0.160766,0.010081,0.259668,0.001764,0.235588,0.002815,0.443779,0.001172,0.381644,0.001366,0.190797,0.000490,0.205252,0.002583,0.175522,0.001147,0.112312,0.000542,0.072424,0.000598,0.247151,0.002427,0.269176,0.002488,384
fixed_contact_quota,heldout_payload,2,0.534659,0.004922,0.161669,0.010094,0.259514,0.001758,0.235481,0.002820,0.443991,0.001205,0.382327,0.001332,0.190583,0.000453,0.204989,0.002581,0.175504,0.001154,0.112027,0.000533,0.072639,0.000590,0.246956,0.002404,0.268979,0.002486,384
fixed_contact_quota,heldout_payload,3,0.534917,0.004910,0.161738,0.010100,0.259748,0.001774,0.235312,0.002806,0.443989,0.001196,0.381983,0.001332,0.190620,0.000486,0.205136,0.002569,0.175444,0.001180,0.112306,0.000543,0.072339,0.000585,0.247080,0.002418,0.269052,0.002491,384
fixed_contact_quota,heldout_payload,4,0.535007,0.004911,0.162032,0.010103,0.259530,0.001778,0.235173,0.002817,0.444049,0.001243,0.382099,0.001319,0.190781,0.000475,0.205240,0.002579,0.175686,0.001184,0.112146,0.000531,0.072478,0.000588,0.246922,0.002429,0.268948,0.002496,384
fixed_contact_quota,heldout_payload,5,0.534755,0.004897,0.161598,0.010053,0.259729,0.001737,0.235383,0.002825,0.444452,0.001182,0.382206,0.001315,0.190991,0.000475,0.204993,0.002583,0.175678,0.001172,0.112255,0.000536,0.072504,0.000577,0.247018,0.002411,0.269064,0.002484,384
fixed_contact_quota,heldout_payload,6,0.534713,0.004881,0.161451,0.010053,0.259700,0.001798,0.235519,0.002798,0.444128,0.001196,0.382010,0.001303,0.190567,0.000497,0.205121,0.002582,0.175634,0.001143,0.112104,0.000530,0.072491,0.000582,0.247038,0.002417,0.269113,0.002488,384
fixed_contact_quota,heldout_payload,7,0.534863,0.004899,0.161981,0.010112,0.259339,0.001788,0.235287,0.002831,0.443967,0.001216,0.381893,0.001343,0.190679,0.000506,0.205112,0.002580,0.175340,0.001192,0.112263,0.000518,0.072431,0.000595,0.246844,0.002440,0.268878,0.002503,384
fixed_contact_quota,heldout_payload,8,0.535271,0.004895,0.162271,0.010112,0.259637,0.001806,0.235198,0.002812,0.443971,0.001230,0.382480,0.001359,0.190797,0.000485,0.205330,0.002572,0.175530,0.001159,0.112120,0.000527,0.072400,0.000585,0.246895,0.002427,0.268993,0.002500,384
fixed_contact_quota,heldout_payload,9,0.534549,0.004891,0.161662,0.010091,0.259465,0.001782,0.235239,0.002817,0.443998,0.001200,0.382400,0.001362,0.190657,0.000463,0.205242,0.002588,0.175730,0.001139,0.112025,0.000556,0.072545,0.000577,0.246906,0.002431,0.268943,0.002498,384
greedy_contact_planner,clean_deployment,0,0.520679,0.004827,0.004484,0.010769,0.344363,0.002239,0.265227,0.003295,0.390439,0.001280,0.328538,0.001349,0.175469,0.000484,0.253052,0.002566,0.274888,0.001167,0.139659,0.000546,0.015186,0.000592,0.300716,0.002733,0.336689,0.002857,384
greedy_contact_planner,clean_deployment,1,0.520491,0.004813,0.004457,0.010711,0.344421,0.002191,0.265054,0.003270,0.390520,0.001259,0.328500,0.001387,0.175454,0.000496,0.253102,0.002563,0.274624,0.001172,0.139535,0.000555,0.015405,0.000575,0.300549,0.002700,0.336598,0.002832,384
greedy_contact_planner,clean_deployment,2,0.520646,0.004806,0.004846,0.010706,0.344313,0.002227,0.264835,0.003245,0.390408,0.001245,0.328626,0.001355,0.175497,0.000488,0.252984,0.002590,0.274790,0.001159,0.139662,0.000525,0.015315,0.000593,0.300509,0.002718,0.336481,0.002832,384
greedy_contact_planner,clean_deployment,3,0.520802,0.004813,0.004662,0.010763,0.344659,0.002236,0.265058,0.003280,0.390445,0.001249,0.328735,0.001402,0.175537,0.000504,0.252988,0.002587,0.274630,0.001179,0.139469,0.000549,0.015443,0.000594,0.300708,0.002728,0.336647,0.002854,384
greedy_contact_planner,clean_deployment,4,0.519988,0.004791,0.003728,0.010699,0.344641,0.002178,0.265116,0.003288,0.390331,0.001260,0.328391,0.001361,0.175414,0.000494,0.253160,0.002595,0.274550,0.001180,0.139338,0.000549,0.015404,0.000581,0.300639,0.002725,0.336675,0.002841,384
greedy_contact_planner,clean_deployment,5,0.520150,0.004799,0.004156,0.010702,0.344354,0.002224,0.264899,0.003273,0.390536,0.001250,0.328547,0.001365,0.175490,0.000495,0.253288,0.002570,0.274989,0.001151,0.139534,0.000535,0.015396,0.000584,0.300671,0.002712,0.336595,0.002838,384
greedy_contact_planner,clean_deployment,6,0.520930,0.004804,0.005212,0.010736,0.344027,0.002246,0.265011,0.003286,0.390583,0.001252,0.328707,0.001376,0.175354,0.000473,0.253196,0.002577,0.274868,0.001169,0.139571,0.000546,0.015290,0.000588,0.300570,0.002737,0.336501,0.002855,384
greedy_contact_planner,clean_deployment,7,0.520461,0.004798,0.004239,0.010700,0.344561,0.002208,0.265068,0.003278,0.390520,0.001275,0.328434,0.001308,0.175218,0.000488,0.253174,0.002560,0.274994,0.001178,0.139632,0.000554,0.015470,0.000602,0.300734,0.002712,0.336725,0.002840,384
greedy_contact_planner,clean_deployment,8,0.520379,0.004776,0.004108,0.010713,0.344872,0.002208,0.265194,0.003284,0.390609,0.001282,0.329145,0.001374,0.175205,0.000476,0.253222,0.002605,0.274654,0.001176,0.139416,0.000547,0.015554,0.000582,0.300733,0.002722,0.336823,0.002848,384
greedy_contact_planner,clean_deployment,9,0.520389,0.004762,0.004240,0.010683,0.344686,0.002247,0.265171,0.003262,0.390757,0.001250,0.328694,0.001403,0.175150,0.000466,0.253096,0.002566,0.274728,0.001167,0.139519,0.000527,0.015375,0.000594,0.300763,0.002711,0.336746,0.002843,384
greedy_contact_planner,combined_stress,0,0.441973,0.006159,-0.166453,0.012132,0.383213,0.002216,0.318575,0.003318,0.370789,0.001263,0.309856,0.001317,0.182687,0.000496,0.269003,0.002580,0.286530,0.001161,0.147635,0.000557,0.024722,0.000628,0.340303,0.002747,0.378327,0.002863,384
greedy_contact_planner,combined_stress,1,0.442236,0.006218,-0.166072,0.012131,0.383261,0.002199,0.318642,0.003292,0.370761,0.001236,0.309655,0.001353,0.182438,0.000488,0.268849,0.002576,0.285890,0.001164,0.147557,0.000523,0.024812,0.000627,0.340125,0.002707,0.378250,0.002837,384
greedy_contact_planner,combined_stress,2,0.442474,0.006226,-0.165977,0.012218,0.383317,0.002268,0.318794,0.003318,0.370754,0.001253,0.309938,0.001355,0.182402,0.000497,0.268699,0.002577,0.286396,0.001130,0.147586,0.000558,0.024764,0.000634,0.340268,0.002744,0.378365,0.002877,384
greedy_contact_planner,combined_stress,3,0.442566,0.006186,-0.165285,0.012179,0.383032,0.002259,0.318446,0.003325,0.370845,0.001252,0.310191,0.001361,0.182451,0.000493,0.268658,0.002593,0.286225,0.001172,0.147631,0.000526,0.024628,0.000625,0.340124,0.002763,0.378098,0.002878,384
greedy_contact_planner,combined_stress,4,0.441968,0.006164,-0.166291,0.012091,0.382902,0.002234,0.318522,0.003284,0.370548,0.001227,0.309796,0.001360,0.182549,0.000496,0.269158,0.002562,0.286218,0.001171,0.147774,0.000550,0.025178,0.000611,0.340087,0.002731,0.378215,0.002848,384
greedy_contact_planner,combined_stress,5,0.442814,0.006162,-0.165468,0.012121,0.383201,0.002222,0.318500,0.003302,0.370593,0.001287,0.309830,0.001384,0.182571,0.000482,0.268796,0.002572,0.286620,0.001148,0.147450,0.000533,0.024724,0.000627,0.340179,0.002723,0.378231,0.002854,384
greedy_contact_planner,combined_stress,6,0.441610,0.006112,-0.166820,0.012059,0.383037,0.002215,0.318603,0.003291,0.370742,0.001272,0.309480,0.001358,0.182512,0.000486,0.269062,0.002566,0.286552,0.001164,0.147727,0.000556,0.024841,0.000629,0.340263,0.002721,0.378308,0.002848,384
greedy_contact_planner,combined_stress,7,0.442398,0.006166,-0.165945,0.012121,0.383097,0.002242,0.318694,0.003303,0.370566,0.001274,0.309705,0.001330,0.182307,0.000481,0.268891,0.002561,0.286277,0.001164,0.147639,0.000530,0.024760,0.000612,0.340204,0.002733,0.378283,0.002857,384
greedy_contact_planner,combined_stress,8,0.442068,0.006229,-0.166141,0.012170,0.383381,0.002202,0.318302,0.003302,0.370845,0.001263,0.309881,0.001338,0.182561,0.000490,0.268932,0.002597,0.286348,0.001151,0.147658,0.000513,0.024688,0.000616,0.340194,0.002728,0.378236,0.002847,384
greedy_contact_planner,combined_stress,9,0.442083,0.006207,-0.166359,0.012146,0.383441,0.002195,0.318485,0.003305,0.370733,0.001270,0.309672,0.001318,0.182648,0.000487,0.268657,0.002590,0.286620,0.001161,0.147551,0.000551,0.024865,0.000615,0.340339,0.002735,0.378290,0.002851,384
greedy_contact_planner,heldout_layout,0,0.486454,0.005397,-0.065039,0.011343,0.358564,0.002239,0.285491,0.003268,0.382350,0.001255,0.320835,0.001372,0.178355,0.000489,0.259784,0.002587,0.279265,0.001164,0.142922,0.000538,0.019419,0.000595,0.315661,0.002720,0.352491,0.002850,384
greedy_contact_planner,heldout_layout,1,0.486630,0.005373,-0.064700,0.011318,0.358439,0.002216,0.285542,0.003299,0.382457,0.001281,0.320932,0.001340,0.178251,0.000476,0.259523,0.002585,0.279603,0.001164,0.142831,0.000548,0.019458,0.000588,0.315510,0.002740,0.352440,0.002854,384
greedy_contact_planner,heldout_layout,2,0.485756,0.005417,-0.066108,0.011384,0.358689,0.002249,0.285904,0.003299,0.382270,0.001239,0.321057,0.001399,0.178604,0.000512,0.259471,0.002572,0.279555,0.001164,0.142703,0.000548,0.019572,0.000607,0.315701,0.002729,0.352642,0.002861,384
greedy_contact_planner,heldout_layout,3,0.486448,0.005393,-0.065194,0.011337,0.358908,0.002223,0.285461,0.003283,0.382483,0.001260,0.321076,0.001385,0.178387,0.000477,0.259601,0.002587,0.279554,0.001160,0.142969,0.000532,0.019493,0.000604,0.315818,0.002732,0.352597,0.002848,384
greedy_contact_planner,heldout_layout,4,0.486516,0.005411,-0.065165,0.011363,0.358693,0.002203,0.285652,0.003309,0.382295,0.001213,0.320918,0.001396,0.178346,0.000481,0.259546,0.002574,0.279578,0.001184,0.142945,0.000540,0.019290,0.000603,0.315709,0.002738,0.352591,0.002857,384
greedy_contact_planner,heldout_layout,5,0.486856,0.005399,-0.064940,0.011323,0.358786,0.002240,0.285687,0.003283,0.382434,0.001265,0.320838,0.001355,0.178447,0.000474,0.259572,0.002550,0.279812,0.001161,0.142758,0.000547,0.019234,0.000591,0.315777,0.002728,0.352645,0.002846,384
greedy_contact_planner,heldout_layout,6,0.486333,0.005425,-0.065207,0.011373,0.358661,0.002194,0.285659,0.003303,0.382474,0.001265,0.320858,0.001375,0.178370,0.000482,0.259416,0.002574,0.279450,0.001193,0.142817,0.000551,0.019284,0.000593,0.315737,0.002732,0.352522,0.002850,384
greedy_contact_planner,heldout_layout,7,0.485928,0.005434,-0.065663,0.011378,0.358474,0.002242,0.285816,0.003276,0.382355,0.001252,0.320869,0.001334,0.178194,0.000494,0.259546,0.002569,0.279423,0.001153,0.142901,0.000534,0.019451,0.000591,0.315699,0.002725,0.352561,0.002847,384
greedy_contact_planner,heldout_layout,8,0.486512,0.005438,-0.064979,0.011433,0.358411,0.002262,0.285720,0.003319,0.382516,0.001292,0.321047,0.001337,0.178376,0.000488,0.259728,0.002576,0.279604,0.001164,0.142784,0.000541,0.019170,0.000587,0.315791,0.002765,0.352545,0.002873,384
greedy_contact_planner,heldout_layout,9,0.486344,0.005430,-0.065125,0.011402,0.358505,0.002239,0.285656,0.003287,0.382518,0.001286,0.321264,0.001369,0.178402,0.000508,0.259780,0.002587,0.279395,0.001176,0.142890,0.000541,0.019240,0.000623,0.315773,0.002728,0.352551,0.002856,384
greedy_contact_planner,heldout_object,0,0.501209,0.005098,-0.034495,0.010998,0.352416,0.002215,0.276213,0.003270,0.385585,0.001221,0.324632,0.001387,0.176931,0.000479,0.256787,0.002555,0.277601,0.001169,0.141375,0.000535,0.017617,0.000595,0.308966,0.002699,0.345429,0.002834,384
greedy_contact_planner,heldout_object,1,0.502016,0.005090,-0.033586,0.011012,0.352416,0.002224,0.276376,0.003285,0.386416,0.001277,0.324580,0.001358,0.176952,0.000477,0.256839,0.002581,0.277293,0.001146,0.141290,0.000528,0.017717,0.000599,0.309014,0.002724,0.345460,0.002842,384
greedy_contact_planner,heldout_object,2,0.501370,0.005120,-0.034512,0.011060,0.352479,0.002238,0.276502,0.003273,0.385956,0.001232,0.324126,0.001383,0.177039,0.000496,0.256552,0.002594,0.277369,0.001165,0.141311,0.000547,0.017515,0.000599,0.309110,0.002724,0.345483,0.002851,384
greedy_contact_planner,heldout_object,3,0.501546,0.005146,-0.034279,0.011077,0.352354,0.002203,0.276552,0.003308,0.386107,0.001265,0.324402,0.001341,0.176964,0.000465,0.256683,0.002573,0.277374,0.001154,0.141535,0.000531,0.017627,0.000602,0.309185,0.002725,0.345522,0.002847,384
greedy_contact_planner,heldout_object,4,0.501500,0.005134,-0.033913,0.011078,0.352108,0.002220,0.276179,0.003286,0.385962,0.001272,0.324176,0.001359,0.177054,0.000494,0.256601,0.002588,0.277549,0.001192,0.141355,0.000538,0.017518,0.000597,0.308881,0.002734,0.345260,0.002852,384
greedy_contact_planner,heldout_object,5,0.501553,0.005150,-0.034225,0.011078,0.352295,0.002224,0.276477,0.003288,0.386010,0.001212,0.324284,0.001366,0.177207,0.000497,0.256757,0.002577,0.277397,0.001176,0.141209,0.000547,0.017419,0.000599,0.309040,0.002722,0.345444,0.002849,384
greedy_contact_planner,heldout_object,6,0.501317,0.005134,-0.034157,0.011047,0.352108,0.002203,0.276506,0.003281,0.386331,0.001246,0.324403,0.001351,0.176832,0.000495,0.256653,0.002584,0.277421,0.001177,0.141385,0.000545,0.017388,0.000592,0.309024,0.002715,0.345397,0.002839,384
greedy_contact_planner,heldout_object,7,0.501829,0.005166,-0.033797,0.011112,0.351920,0.002235,0.276609,0.003283,0.385823,0.001269,0.324272,0.001351,0.176919,0.000503,0.256783,0.002573,0.277295,0.001177,0.141378,0.000555,0.017455,0.000596,0.309000,0.002732,0.345389,0.002854,384
greedy_contact_planner,heldout_object,8,0.501782,0.005070,-0.034105,0.010991,0.352233,0.002206,0.276541,0.003284,0.386036,0.001252,0.324144,0.001327,0.176986,0.000503,0.256940,0.002593,0.277627,0.001162,0.141240,0.000525,0.017595,0.000598,0.309066,0.002724,0.345522,0.002846,384
greedy_contact_planner,heldout_object,9,0.501614,0.005091,-0.034284,0.011052,0.352326,0.002246,0.276709,0.003273,0.385696,0.001279,0.324246,0.001334,0.176951,0.000495,0.256549,0.002581,0.277058,0.001183,0.141341,0.000544,0.017479,0.000609,0.309157,0.002739,0.345484,0.002853,384
greedy_contact_planner,heldout_payload,0,0.468984,0.005727,-0.113231,0.011679,0.373092,0.002235,0.303560,0.003298,0.376916,0.001232,0.315807,0.001358,0.180247,0.000485,0.263867,0.002593,0.282650,0.001168,0.145143,0.000528,0.021885,0.000618,0.329155,0.002727,0.366635,0.002858,384
greedy_contact_planner,heldout_payload,1,0.468998,0.005704,-0.113567,0.011662,0.373251,0.002229,0.303774,0.003298,0.377018,0.001272,0.315547,0.001337,0.180262,0.000476,0.264064,0.002590,0.282662,0.001184,0.145035,0.000548,0.021605,0.000610,0.329419,0.002752,0.366809,0.002860,384
greedy_contact_planner,heldout_payload,2,0.468740,0.005734,-0.114198,0.011712,0.373415,0.002257,0.303881,0.003293,0.376520,0.001264,0.315711,0.001346,0.180275,0.000494,0.263953,0.002582,0.282842,0.001148,0.145285,0.000543,0.022008,0.000633,0.329508,0.002737,0.366942,0.002862,384
greedy_contact_planner,heldout_payload,3,0.469385,0.005733,-0.113196,0.011739,0.373397,0.002249,0.303658,0.003324,0.376812,0.001238,0.315603,0.001406,0.180037,0.000482,0.264029,0.002570,0.282463,0.001173,0.145336,0.000561,0.021815,0.000616,0.329326,0.002759,0.366820,0.002878,384
greedy_contact_planner,heldout_payload,4,0.469094,0.005645,-0.113472,0.011587,0.373183,0.002221,0.303736,0.003300,0.376716,0.001232,0.315267,0.001343,0.180326,0.000506,0.263972,0.002575,0.282546,0.001187,0.144905,0.000530,0.021773,0.000607,0.329404,0.002735,0.366718,0.002852,384
greedy_contact_planner,heldout_payload,5,0.469461,0.005684,-0.113027,0.011648,0.373187,0.002233,0.303653,0.003320,0.376921,0.001248,0.315495,0.001348,0.180228,0.000493,0.263987,0.002580,0.282870,0.001152,0.145110,0.000548,0.021739,0.000625,0.329376,0.002744,0.366755,0.002863,384
greedy_contact_planner,heldout_payload,6,0.468679,0.005724,-0.113918,0.011693,0.373100,0.002237,0.303773,0.003297,0.376503,0.001249,0.315344,0.001364,0.180374,0.000487,0.263825,0.002582,0.282712,0.001176,0.145037,0.000543,0.021809,0.000613,0.329318,0.002738,0.366711,0.002858,384
greedy_contact_planner,heldout_payload,7,0.469332,0.005829,-0.113079,0.011747,0.373114,0.002196,0.303609,0.003282,0.376496,0.001216,0.315617,0.001346,0.180036,0.000487,0.263822,0.002600,0.282958,0.001159,0.145224,0.000552,0.021761,0.000609,0.329291,0.002718,0.366702,0.002845,384
greedy_contact_planner,heldout_payload,8,0.468143,0.005724,-0.114519,0.011663,0.372975,0.002232,0.303936,0.003292,0.376485,0.001227,0.315460,0.001346,0.180167,0.000483,0.264007,0.002564,0.282911,0.001184,0.145056,0.000527,0.021609,0.000598,0.329424,0.002739,0.366803,0.002855,384
greedy_contact_planner,heldout_payload,9,0.468865,0.005722,-0.113726,0.011653,0.373333,0.002229,0.303684,0.003275,0.376732,0.001249,0.315418,0.001358,0.180200,0.000489,0.263926,0.002565,0.282532,0.001180,0.145119,0.000542,0.021833,0.000621,0.329264,0.002720,0.366765,0.002843,384
learned_residual_contact_policy,clean_deployment,0,0.665405,0.003652,0.472111,0.008443,0.193637,0.001732,0.165090,0.002520,0.514774,0.001211,0.505725,0.001327,0.213128,0.000489,0.136277,0.002554,0.141602,0.001163,0.098008,0.000528,0.035296,0.000561,0.177716,0.002337,0.195869,0.002343,384
learned_residual_contact_policy,clean_deployment,1,0.665076,0.003725,0.471804,0.008508,0.193666,0.001755,0.165047,0.002504,0.514762,0.001202,0.505752,0.001296,0.213122,0.000495,0.136119,0.002591,0.141931,0.001138,0.098009,0.000526,0.035160,0.000548,0.177734,0.002343,0.195865,0.002349,384
learned_residual_contact_policy,clean_deployment,2,0.665165,0.003622,0.471979,0.008420,0.193697,0.001744,0.164997,0.002500,0.514859,0.001190,0.505383,0.001317,0.213070,0.000491,0.135963,0.002555,0.141665,0.001167,0.098011,0.000537,0.035121,0.000545,0.177783,0.002339,0.195789,0.002341,384
learned_residual_contact_policy,clean_deployment,3,0.665409,0.003681,0.471860,0.008474,0.193855,0.001728,0.165057,0.002502,0.514725,0.001212,0.505304,0.001331,0.213256,0.000489,0.136173,0.002571,0.141681,0.001155,0.098092,0.000522,0.035241,0.000541,0.177827,0.002351,0.195927,0.002343,384
learned_residual_contact_policy,clean_deployment,4,0.664954,0.003660,0.471584,0.008452,0.193831,0.001746,0.165140,0.002503,0.514800,0.001172,0.506030,0.001315,0.213179,0.000495,0.136037,0.002567,0.141837,0.001181,0.098029,0.000539,0.035235,0.000546,0.177760,0.002350,0.195934,0.002350,384
learned_residual_contact_policy,clean_deployment,5,0.664953,0.003641,0.471994,0.008414,0.193423,0.001737,0.165094,0.002490,0.515057,0.001174,0.505737,0.001313,0.213245,0.000492,0.135670,0.002557,0.141879,0.001155,0.098088,0.000531,0.035273,0.000571,0.177525,0.002335,0.195709,0.002339,384
learned_residual_contact_policy,clean_deployment,6,0.664829,0.003625,0.471315,0.008428,0.193611,0.001759,0.165207,0.002528,0.514624,0.001197,0.505788,0.001295,0.213242,0.000465,0.136374,0.002569,0.141796,0.001185,0.098090,0.000528,0.035294,0.000563,0.177834,0.002353,0.195965,0.002361,384
learned_residual_contact_policy,clean_deployment,7,0.664598,0.003624,0.471488,0.008430,0.193612,0.001733,0.164987,0.002508,0.514957,0.001193,0.505527,0.001319,0.212972,0.000509,0.136037,0.002597,0.141863,0.001149,0.097993,0.000527,0.035262,0.000566,0.177661,0.002342,0.195793,0.002349,384
learned_residual_contact_policy,clean_deployment,8,0.665526,0.003633,0.472561,0.008424,0.193517,0.001743,0.164758,0.002515,0.514588,0.001176,0.505574,0.001296,0.212989,0.000476,0.136113,0.002571,0.141733,0.001162,0.098127,0.000537,0.035203,0.000560,0.177522,0.002339,0.195685,0.002351,384
learned_residual_contact_policy,clean_deployment,9,0.665814,0.003617,0.472758,0.008433,0.193331,0.001757,0.165046,0.002512,0.514590,0.001209,0.505675,0.001296,0.213159,0.000480,0.135932,0.002584,0.141853,0.001131,0.098046,0.000535,0.035486,0.000559,0.177543,0.002348,0.195706,0.002353,384
learned_residual_contact_policy,combined_stress,0,0.611269,0.004557,0.342689,0.009451,0.224421,0.001768,0.205474,0.002507,0.496702,0.001187,0.487319,0.001291,0.220077,0.000491,0.151906,0.002571,0.153321,0.001178,0.106082,0.000540,0.043841,0.000584,0.210998,0.002352,0.229271,0.002363,384
learned_residual_contact_policy,combined_stress,1,0.611281,0.004569,0.343404,0.009446,0.223697,0.001770,0.205277,0.002512,0.496568,0.001184,0.487582,0.001291,0.220177,0.000488,0.151760,0.002535,0.153249,0.001168,0.106180,0.000525,0.043967,0.000584,0.210630,0.002340,0.228915,0.002351,384
learned_residual_contact_policy,combined_stress,2,0.611061,0.004544,0.342687,0.009457,0.224252,0.001780,0.205345,0.002534,0.496677,0.001219,0.487433,0.001285,0.220199,0.000479,0.152027,0.002571,0.153167,0.001166,0.105969,0.000544,0.044060,0.000571,0.210938,0.002369,0.229152,0.002373,384
learned_residual_contact_policy,combined_stress,3,0.611016,0.004554,0.342788,0.009440,0.224021,0.001747,0.205450,0.002530,0.496720,0.001199,0.487573,0.001308,0.220059,0.000484,0.151927,0.002584,0.153252,0.001176,0.106093,0.000535,0.044044,0.000576,0.210764,0.002353,0.229123,0.002360,384
learned_residual_contact_policy,combined_stress,4,0.611045,0.004556,0.342825,0.009414,0.223920,0.001732,0.205502,0.002518,0.496496,0.001172,0.487698,0.001282,0.220181,0.000484,0.151776,0.002589,0.153295,0.001160,0.106166,0.000549,0.043938,0.000567,0.210820,0.002353,0.229093,0.002353,384
learned_residual_contact_policy,combined_stress,5,0.611104,0.004554,0.342921,0.009406,0.224009,0.001737,0.205328,0.002521,0.496372,0.001183,0.487717,0.001331,0.220178,0.000481,0.151916,0.002572,0.153275,0.001159,0.106058,0.000515,0.043880,0.000574,0.210810,0.002352,0.229064,0.002352,384
