rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
50,doi:10.1109/robot.2001.932631,Motion planning for humanoid robots under obstacle and dynamic balance constraints,2002,,https://doi.org/10.1109/robot.2001.932631,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
51,doi:10.1088/1742-6596/1905/1/012016,Motion Planning for a Bounding Quadruped Robot Using iLQG Based MPC,2021,Journal of Physics: Conference Series,https://doi.org/10.1088/1742-6596/1905/1/012016,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
52,arxiv:2412.09743v3,Should We Learn Contact-Rich Manipulation Policies from Sampling-Based Planners?,2024,arXiv,http://arxiv.org/abs/2412.09743v3,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
53,doi:10.1609/aaai.v40i47.41353,Data-Efficient and Contact-Rich Manipulation Through Diffusion Augmentation and Vision-Language Models,2026,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v40i47.41353,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
54,doi:10.1108/ria-02-2023-0018,Implicit contact-rich manipulation planning for a manipulator with insufficient payload,2023,Robotic Intelligence and Automation,https://doi.org/10.1108/ria-02-2023-0018,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
55,arxiv:2402.01617v1,A GP-based Robust Motion Planning Framework for Agile Autonomous Robot Navigation and Recovery in Unknown Environments,2024,arXiv,http://arxiv.org/abs/2402.01617v1,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
56,doi:10.1109/icra.2015.7140082,Contact-consistent elastic strips for multi-contact locomotion planning of humanoid robots,2015,2015 IEEE International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra.2015.7140082,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
57,arxiv:2510.25725v2,A Humanoid Visual-Tactile-Action Dataset for Contact-Rich Manipulation,2025,arXiv,http://arxiv.org/abs/2510.25725v2,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
58,arxiv:2603.15169v1,ForceVLA2: Unleashing Hybrid Force-Position Control with Force Awareness for Contact-Rich Manipulation,2026,arXiv,http://arxiv.org/abs/2603.15169v1,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
59,arxiv:2606.03297v1,SplitAdapter: Load-Aware Humanoid Loco-Manipulation via Factorized Adaptation,2026,arXiv,http://arxiv.org/abs/2606.03297v1,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
60,arxiv:2011.08177v1,A Long Horizon Planning Framework for Manipulating Rigid Pointcloud Objects,2020,arXiv,http://arxiv.org/abs/2011.08177v1,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
61,doi:10.1007/s10514-015-9479-3,"Optimization-based locomotion planning, estimation, and control design for the atlas humanoid robot",2016,Autonomous Robots,https://doi.org/10.1007/s10514-015-9479-3,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
62,doi:10.5772/acrt.20250014,MTU-LLM: LLM-based Multi-Robot Task Allocation and Path Planning for Heterogeneous Robots in Search and Rescue Operations,2025,"AI, Computer Science and Robotics Technology",https://doi.org/10.5772/acrt.20250014,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
63,doi:10.1109/icra46639.2022.9811872,Contact Mode Guided Motion Planning for Quasidynamic Dexterous Manipulation in 3D,2022,2022 International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra46639.2022.9811872,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
64,doi:10.1016/j.cirp.2022.04.048,On deformable object handling: Model-based motion planning for human-robot co-manipulation,2022,CIRP Annals,https://doi.org/10.1016/j.cirp.2022.04.048,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
65,doi:10.1299/jsmermd.2025.1p1-h06,Fast whole-body contact planning for humanoid with contactability-based environmental and body contact searches 接触可能性を用いた環境接触点探索とリンク表面接触点探索に基づくヒューマノイドの高速な全身接触動作計画,2025,The Proceedings of JSME annual Conference on Robotics and Mechatronics (Robomec),https://doi.org/10.1299/jsmermd.2025.1p1-h06,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
66,doi:10.1109/icra46639.2022.9811878,Humanoid Arm Motion Planning for Improved Disturbance Recovery Using Model Hierarchy Predictive Control,2022,2022 International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra46639.2022.9811878,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
67,arxiv:2509.13780v1,Behavior Foundation Model for Humanoid Robots,2025,arXiv,http://arxiv.org/abs/2509.13780v1,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
68,arxiv:2605.30280v2,"Qwen-VLA: Unifying Vision-Language-Action Modeling across Tasks, Environments, and Robot Embodiments",2026,arXiv,http://arxiv.org/abs/2605.30280v2,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
69,arxiv:2310.04822v2,Combining Sampling- and Gradient-based Planning for Contact-rich Manipulation,2023,arXiv,http://arxiv.org/abs/2310.04822v2,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
70,doi:10.5772/50918,State Generation Method for Humanoid Motion Planning Based on Genetic Algorithm,2012,International Journal of Advanced Robotic Systems,https://doi.org/10.5772/50918,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
71,doi:10.1109/tro.2023.3300230,Global Planning for Contact-Rich Manipulation via Local Smoothing of Quasi-Dynamic Contact Models,2023,IEEE Transactions on Robotics,https://doi.org/10.1109/tro.2023.3300230,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
72,doi:10.1109/humanoids43949.2019.9034998,Manipulation Planning Using Environmental Contacts to Keep Objects Stable under External Forces,2019,2019 IEEE-RAS 19th International Conference on Humanoid Robots (Humanoids),https://doi.org/10.1109/humanoids43949.2019.9034998,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
73,doi:10.1007/978-94-007-6046-2_32,Multi-contact Motion Planning and Control,2019,Humanoid Robotics: A Reference,https://doi.org/10.1007/978-94-007-6046-2_32,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
74,doi:10.3390/plants14050634,Compliant Motion Planning Integrating Human Skill for Robotic Arm Collecting Tomato Bunch Based on Improved DDPG,2025,Plants,https://doi.org/10.3390/plants14050634,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
75,doi:10.1177/02783649251344638,Robust contact-rich manipulation through implicit motor adaptation,2026,The International Journal of Robotics Research,https://doi.org/10.1177/02783649251344638,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
76,doi:10.1142/s0219843624500051,Sampling-Based Global Path Planning Using Convex Polytope Approximation for Narrow Collision-Free Space of Humanoid,2024,International Journal of Humanoid Robotics,https://doi.org/10.1142/s0219843624500051,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
77,doi:10.1115/detc2025-169527,VLAG: Graph-Based Planning for Vision-Language-Action Models in Long Horizon Manipulation Tasks,2025,Volume 3A: 51st Design Automation Conference (DAC),https://doi.org/10.1115/detc2025-169527,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
78,arxiv:2410.00371v1,AHA: A Vision-Language-Model for Detecting and Reasoning Over Failures in Robotic Manipulation,2024,arXiv,http://arxiv.org/abs/2410.00371v1,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
79,arxiv:2409.19924v4,"On The Planning Abilities of OpenAI's o1 Models: Feasibility, Optimality, and Generalizability",2024,arXiv,http://arxiv.org/abs/2409.19924v4,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
80,doi:10.3390/math13213533,Research on Path Planning for Mobile Robot Using the Enhanced Artificial Lemming Algorithm,2025,Mathematics,https://doi.org/10.3390/math13213533,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
81,arxiv:2206.10787v2,Global Planning for Contact-Rich Manipulation via Local Smoothing of Quasi-dynamic Contact Models,2022,arXiv,http://arxiv.org/abs/2206.10787v2,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
82,doi:10.1177/027836402321261959,On Motion Planning for Robotic Manipulation with Permanent Rolling Contacts,2002,The International Journal of Robotics Research,https://doi.org/10.1177/027836402321261959,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
83,arxiv:2606.06139v1,MotionDisco: Motion Discovery for Extreme Humanoid Loco-Manipulation,2026,arXiv,http://arxiv.org/abs/2606.06139v1,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
84,doi:10.1109/icra.2018.8461087,Affordance-Based Multi-Contact Whole-Body Pose Sequence Planning for Humanoid Robots in Unknown Environments,2018,2018 IEEE International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra.2018.8461087,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
85,arxiv:2511.05397v1,EveryDayVLA: A Vision-Language-Action Model for Affordable Robotic Manipulation,2025,arXiv,http://arxiv.org/abs/2511.05397v1,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
86,doi:10.1007/978-1-84996-220-9_6,Multi-contact Acyclic Motion Planning and Experiments on HRP-2 Humanoid,2010,Motion Planning for Humanoid Robots,https://doi.org/10.1007/978-1-84996-220-9_6,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
87,doi:10.1109/humanoids53995.2022.10000158,Fast Multi-Contact Motion Planning Based on Best-Neighbor Search of Contact Sequences,2022,2022 IEEE-RAS 21st International Conference on Humanoid Robots (Humanoids),https://doi.org/10.1109/humanoids53995.2022.10000158,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
88,arxiv:2302.13212v1,Implicit Contact-Rich Manipulation Planning for a Manipulator with Insufficient Payload,2023,arXiv,http://arxiv.org/abs/2302.13212v1,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
89,arxiv:2312.08820v3,How to Raise a Robot -- A Case for Neuro-Symbolic AI in Constrained Task Planning for Humanoid Assistive Robots,2023,arXiv,http://arxiv.org/abs/2312.08820v3,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
90,doi:10.1109/aim55361.2024.10637029,Non-impulsive Contact-Implicit Motion Planning for Morpho-functional Loco-manipulation,2024,2024 IEEE International Conference on Advanced Intelligent Mechatronics (AIM),https://doi.org/10.1109/aim55361.2024.10637029,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
91,arxiv:2310.10625v1,Video Language Planning,2023,arXiv,http://arxiv.org/abs/2310.10625v1,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
92,arxiv:2412.11829v3,Robust Contact-rich Manipulation through Implicit Motor Adaptation,2024,arXiv,http://arxiv.org/abs/2412.11829v3,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
93,doi:10.3390/s24237652,Motion Planning and Control with Environmental Uncertainties for Humanoid Robot,2024,Sensors,https://doi.org/10.3390/s24237652,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
94,doi:10.3390/robotics15010022,Vision-Guided Grasp Planning for Prosthetic Hands with AABB-Based Object Representation,2026,Robotics,https://doi.org/10.3390/robotics15010022,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
95,doi:10.1109/iros.2009.5354625,Humanoid motion planning for dual-arm manipulation and re-grasping tasks,2009,2009 IEEE/RSJ International Conference on Intelligent Robots and Systems,https://doi.org/10.1109/iros.2009.5354625,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
96,doi:10.1109/humanoids65713.2025.11203197,Task and Motion Planning for Humanoid Loco-Manipulation,2025,2025 IEEE-RAS 24th International Conference on Humanoid Robots (Humanoids),https://doi.org/10.1109/humanoids65713.2025.11203197,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
97,doi:10.1109/icra55743.2025.11127605,Reduced-Order Model Guided Contact-Implicit Model Predictive Control for Humanoid Locomotion,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra55743.2025.11127605,Addresses humanoid contact planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid contact budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
